AATS5s,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC3i,AATSC0Z,AATSC2m,AtomicMass,AtomicRadius,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,MPC,Boiling Point (°C),Target
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,747.615
14.89694042,14.47187929,-50.41152263,100.0420278,-788.6968901,388.1485136,-1.189091222,6.899862826,3.099595699,65.4,139.0,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,0.2,152.0,1908.51
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,41.05,37.5,0.34,0.26,81.6,2236.75
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,0.2,152.0,2375.55
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,402.546
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,40.08,231.0,22.8,2.0,6.113,1.54,28.05,1.69,0.04,0.12,-103.7,157.641
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,40.08,231.0,22.8,2.0,6.113,1.54,30.07,1.69,0.28,0.15,-88.6,154.897
5.301491687,4.043286084,-146.4814815,5.538309272,73.17976101,60.83893964,-11.32452737,19.58024691,-0.081819358,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1569.0
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,0.25,165.1,2010.18
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,24.305,173.0,10.6,-40.0,7.646,1.74,45.09,3.9,0.67,0.2,3.2,379.738
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,351.359
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,197.172
2.5,-28.08,-37.42,-168.53654,-97.35287001,0.0,5.60363627,6.49,-6.11030994,63.55,140.0,6.7,119.0,7.726,8.933,46.03,59.0,-0.39,0.24,100.8,18.4639
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,58.693,163.0,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,1186.139
3.406349206,7.122769064,-45.40075717,-388.8149985,-209.4552147,-83.18651229,-11.4038192,7.223363981,0.034641831,232.038,237.0,32.1,113.0,6.08,11.72,73.09,36.7,-0.85,0.37,153.0,486.4995523
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,112.41,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,1403.74
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,112.41,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,1403.59
6.222222222,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,-24.15715809,7.467128028,-0.123804066,208.9804,207.0,7.4,91.0,7.289,9.807,73.09,36.7,-0.85,0.37,153.0,2168.12
3.720867209,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,-19.25705899,7.053254438,-0.39660291,157.2,237.0,23.5,13.0,6.15,7.9,73.09,36.7,-0.85,0.37,153.0,1356.64
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,2830.1
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,0.2,152.0,744.263
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,50.9415,179.0,12.4,51.0,6.746,6.0,84.11,2.6,2.08,0.2,84.0,1369.61
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,50.9415,179.0,12.4,51.0,6.746,6.0,58.08,20.7,-0.24,0.17,56.05,859.664
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,112.41,158.0,7.2,-70.0,8.994,8.69,32.04,32.7,0.791,0.32,65.0,79.6877
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,158.92535,221.0,25.5,112.0,5.864,8.23,153.82,2.24,2.18,0.23,76.72,66.907
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,7.0,182.0,24.3,60.0,5.392,0.534,45.09,3.9,0.67,0.2,3.2,889.64
14.89694042,14.47187929,-50.41152263,100.0420278,-788.6968901,388.1485136,-1.189091222,6.899862826,3.099595699,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,360.381
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,41.05,37.5,0.34,0.26,81.6,288.341
3.720867209,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,-19.25705899,7.053254438,-0.39660291,55.84,194.0,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,0.37,153.0,1086.75
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,492.788
5.182222222,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-2.779407101,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,181.635
2.5,-28.08,-37.42,-168.53654,-97.35287001,0.0,5.60363627,6.49,-6.11030994,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,837.932
1.98,-32.1183432,-68.30177515,-262.3018224,674.3291608,20.2697415,-3.734622442,6.639053254,-4.935734901,63.55,140.0,6.7,119.0,7.726,8.933,78.11,2.2,2.13,0.16,80.1,1833.54
4.387152778,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,-17.78670351,7.336108221,0.654011749,112.41,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,534.591
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,45.3054
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,65.4,139.0,6.4,-60.0,9.394,7.134,60.1,18.8,-0.25,0.29,97.2,268.706
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,458.789
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,186.03,2.98,3.37,0.2,173.8,1319.11
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,186.03,2.98,3.37,0.2,173.8,1126.9
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,583.288
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,791.949
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,63.55,140.0,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,489.713
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,63.55,140.0,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,500.038
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,58.693,163.0,6.8,112.0,7.64,8.912,92.1,2.4,2.5,0.29,110.6,1252.35
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,63.55,140.0,6.7,119.0,7.726,8.933,46.07,24.3,-0.31,0.3,78.37,89.25
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,72.3157
4.075757576,3.111111111,-32.44444444,-332.1829542,472.2680899,264.7800197,-27.84063931,7.155555556,-0.355741292,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,3290.47
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,113.319
5.956521739,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,84.9,9.1,1.25,0.2,39.6,46.9449
6.347578348,21.44,-14.32,38.09753121,-625.784204,580.20975,0.887900253,7.093333333,2.107757488,88.90584,219.0,22.7,30.0,6.217,4.47,74.1,14.4,0.88,0.28,117.7,340.297
6.347578348,21.44,-14.32,38.09753121,-625.784204,580.20975,0.887900253,7.093333333,2.107757488,167.26,235.0,22.7,30.0,6.108,9.07,74.1,14.4,0.88,0.28,117.7,260.217
11.67102397,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,-9.325384487,7.243055556,2.879117987,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1138.66
5.694444444,1.3125,-49.625,-322.1088313,9.583532402,-38.74852468,-2.061937685,8.484375,-0.841463322,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,39.9954
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,140.116,235.0,29.6,635.0,5.539,6.77,73.09,36.7,-0.85,0.37,153.0,63.1154
21.79166667,0.0,-59.0,-206.4246725,22.25755962,0.0,-3.07852192,8.666666667,2.041973111,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,995.445
21.79166667,0.0,-59.0,-206.4246725,22.25755962,0.0,-3.07852192,8.666666667,2.041973111,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1801.43
3.049095607,-13.11111111,-31.66666667,-184.0296772,52.37720138,-215.3621752,-3.720835241,6.972222222,-2.896483922,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,1379.19
3.049095607,-13.11111111,-31.66666667,-184.0296772,52.37720138,-215.3621752,-3.720835241,6.972222222,-2.896483922,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,1424.39
6.089439787,1.0,-90.0,-42.03469954,0.0,0.0,1.412091599,9.5,15.82330225,54.93804,197.0,9.4,-50.0,7.434,7.3,46.07,24.3,-0.31,0.3,78.37,270.084
5.619047619,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,2.728500953,7.555555556,2.702140678,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,867.163
11.67102397,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,-9.325384487,7.243055556,2.879117987,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,1023.23
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,99.90898
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,40.08,231.0,22.8,2.0,6.113,1.54,58.12,1.88,2.89,0.19,0.0,173.635
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,134.046
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.791,0.32,65.0,180.076
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.791,0.32,65.0,200.802
5.619047619,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,-18.63677144,14.38222222,2.971853306,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,3140.66
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,280.517
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1921.067964
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,249.11,2.75,4.18,0.21,303.0,1239.34
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,151.11,3.18,2.22,0.22,290.0,1165.87
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,226.33,2.82,3.45,0.28,280.0,3482.47
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,226.33,2.82,3.45,0.28,280.0,1161.55
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,68.12,2.2,3.23,0.22,34.1,1138.0
21.79166667,0.0,-59.0,-206.4246725,22.25755962,0.0,-3.07852192,8.666666667,2.041973111,55.84,194.0,8.4,15.0,7.902,7.874,59.04,6.02,-0.17,0.26,77.0,2283.73
21.79166667,0.0,-59.0,-206.4246725,22.25755962,0.0,-3.07852192,8.666666667,2.041973111,55.84,194.0,8.4,15.0,7.902,7.874,59.04,6.02,-0.17,0.26,77.0,2330.87
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,1553.12
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,1112.37
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,379.414
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,700.242
3.05026455,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,-21.2120641,6.955017301,-0.588251461,26.981538,184.0,8.3,42.0,5.986,2.7,58.08,20.7,-0.24,0.17,56.05,3471.19
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,4323.4
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1524.2
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,208.9804,207.0,7.4,91.0,7.289,9.807,73.09,36.7,-0.85,0.37,153.0,1154.98
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,208.9804,207.0,7.4,91.0,7.289,9.807,73.09,36.7,-0.85,0.37,153.0,1127.49
2.5,-28.08,-37.42,-168.53654,-97.35287001,0.0,5.60363627,6.49,-6.11030994,63.55,140.0,6.7,119.0,7.726,8.933,41.05,37.5,0.34,0.26,81.6,399.636
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,58.93319,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.791,0.32,65.0,125.894
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,58.93319,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.791,0.32,65.0,558.013
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,69.723,187.0,8.1,41.0,5.999,5.91,73.09,36.7,-0.85,0.37,153.0,978.932
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,225.2
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,162.5,229.0,24.5,34.0,5.939,8.55,73.09,36.7,-0.85,0.37,153.0,247.76
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,637.191
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,0.25,165.1,1229.61
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,65.4,139.0,6.4,-60.0,9.394,7.134,79.1,12.4,0.68,0.19,115.0,141.49
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,144.24,229.0,31.4,185.0,5.525,7.01,73.09,36.7,-0.85,0.37,153.0,741.957
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,79.1,12.4,0.68,0.19,115.0,1080.54
6.089439787,1.0,-90.0,-42.03469954,0.0,0.0,1.412091599,9.5,15.82330225,54.93804,197.0,9.4,-50.0,7.434,7.3,87.12,37.8,0.937,0.25,166.0,1478.57
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,1655.53
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,164.93033,216.0,23.6,33.0,6.022,8.8,73.09,36.7,-0.85,0.37,153.0,1619.17
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,167.26,235.0,22.7,30.0,6.108,9.07,73.09,36.7,-0.85,0.37,153.0,1609.79
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,88.90584,219.0,22.7,30.0,6.217,4.47,73.09,36.7,-0.85,0.37,153.0,1899.61
1.0,-30.18,-125.85,55.00385896,726.9504707,0.0,10.7960044,6.69,-2.894982731,58.693,163.0,6.8,112.0,7.64,8.912,28.05,1.69,0.04,0.11,-103.7,1941.51
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,0.3,78.37,456.61
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,106.17,2.38,3.2,0.19,144.0,667.231
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,106.17,2.38,3.2,0.19,144.0,667.231
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,106.17,2.38,3.2,0.19,144.0,667.231
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,106.17,2.38,3.2,0.19,144.0,667.231
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,106.17,2.38,2.56,0.17,138.0,557.106
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,106.17,2.38,3.2,0.19,144.0,1624.94
9.730639731,3.08,-49.63,-25.83376716,-40.33740763,-13.73447361,-17.00759267,7.89,2.545874964,58.93319,192.0,7.5,64.0,7.881,8.86,106.17,2.41,3.15,0.18,136.2,1037.47
5.619047619,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,-18.63677144,14.38222222,2.971853306,54.93804,197.0,9.4,-50.0,7.434,7.3,41.05,37.5,0.34,0.26,81.6,88.8115
5.619047619,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,-18.63677144,14.38222222,2.971853306,54.93804,197.0,9.4,-50.0,7.434,7.3,41.05,37.5,0.34,0.26,81.6,150.832
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,151.964,233.0,27.7,83.0,5.67,5.24,32.04,32.7,0.791,0.32,65.0,304.254
6.089439787,-15.0,-30.0,-133.4506,0.0,0.0,-1.484482744,7.333333333,-11.32507474,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,316.001
5.182222222,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-2.779407101,7.222222222,0.202953053,58.93319,192.0,7.5,64.0,7.881,8.86,32.04,32.7,0.791,0.32,65.0,67.3473
5.041666667,19.7037037,-64.96296296,-320.4280523,341.5998015,148.3219169,-20.14249843,8.839506173,1.049631063,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,536.639
5.619047619,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,-18.63677144,14.38222222,2.971853306,114.818,193.0,9.7,29.0,5.786,7.31,89.13,37.7,-0.55,0.2,174.0,1966.35
5.619047619,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,-18.63677144,14.38222222,2.971853306,114.818,193.0,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,0.37,153.0,1902.99
5.619047619,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,-18.63677144,14.38222222,2.971853306,114.818,193.0,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,0.37,153.0,1880.09
5.619047619,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,-18.63677144,14.38222222,2.971853306,114.818,193.0,9.7,29.0,5.786,7.31,89.13,37.7,-0.55,0.2,174.0,2013.7
5.694444444,1.3125,-49.625,-322.1088313,9.583532402,-38.74852468,-2.061937685,8.484375,-0.841463322,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,51.2527
3.05026455,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,-21.2120641,6.955017301,-0.588251461,107.868,172.0,7.9,126.0,7.576,10.501,73.09,36.7,-0.85,0.37,153.0,967.946
3.05026455,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,-21.2120641,6.955017301,-0.588251461,107.868,172.0,7.9,126.0,7.576,10.501,73.09,36.7,-0.85,0.37,153.0,633.439
3.05026455,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,-21.2120641,6.955017301,-0.588251461,107.868,172.0,7.9,126.0,7.576,10.501,73.09,36.7,-0.85,0.37,153.0,714.8167
3.05026455,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,-21.2120641,6.955017301,-0.588251461,107.868,172.0,7.9,126.0,7.576,10.501,73.09,36.7,-0.85,0.37,153.0,541.114
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,2907.15
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,112.41,158.0,7.2,-70.0,8.994,8.69,41.05,37.5,0.34,0.26,81.6,91.9913
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,167.639
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,149.226
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,935.606
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,65.4,139.0,6.4,-60.0,9.394,7.134,68.1,3.38,2.45,0.25,31.5,208.046
