code,SMILES,Metal,solvents,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),Density
HENSEB01,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",8.947368421,7.286549708,161.8462116,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-2.397660819,-0.222222222,-3.485380117,36.02428161,4.74857481,31.31628492,8.826741248,0.676,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.08367
HEPHIW,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.44779
HICVUM,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,dimethylacetamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,37.8,0.937,1,24.2,0.25,166,1.4254
HIFWAV,C1=CN=CN1,Zn,"N,N-diethylformamide",0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,1.14185
HISGIB,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cs,"N,N-dimethylformamide",5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,55,132.905452,343,2.18,59.6,46,3.894,1.93,73.09,36.7,-0.85,1,2,0.37,153,1.52729
HIYBUN,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,nitrobenzene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,1.11825
HIYRAJ,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,nitrobenzene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,1.31576
HIYZEV01,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Mn,dimethylformamide,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.41892
HOGSIG,C1=CN=CC=C1C(=O)O,Ni,ethanol,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,28,58.693,163,4.4,6.8,112,7.64,8.912,46.07,24.3,-0.31,1,1,0.3,78.37,1.28027
HOHJAR,C1=CC(=CN=C1)C(=O)O,Fe,acetonitrile,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,26,55.84,194,4.06,8.4,15,7.902,7.874,41.05,37.5,0.34,0,1,0.26,81.6,1.3991
HOJLID,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.608293
HOJNOL,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,1.23229
HOJNUR,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,1.23168
HOJNUR01,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,1.27312
HOJPAZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,1.23576
HOJPED,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,1.24562
HOJPIH,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,1.25057
HOQMIL04,C1=CN=CC=C1C2=CC=NC=C2,Mg,"N,N-dimethylformamide",3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,12,24.305,173,3.75,10.6,-40,7.646,1.74,73.09,36.7,-0.85,1,2,0.37,153,1.14477
HORQOX,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Cd,dimethylformamide,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.39397
HOVGIK,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Cd,dimethylformamide,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.12874
HOWPOZ,C1=CN=CC(=C1C(=O)O)C(=O)O,Cd,dimethylformamide,9.448275862,7.367816092,162.6584682,183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-413.5237524,-105.3155015,-1.597474048,1.631225119,-0.603030665,0.094146482,-0.953943444,38.72707241,4.373896611,33.19105079,6.833332039,0.478,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.35364
HOWPUF,C1=CN=CC(=C1C(=O)O)C(=O)O,Zn,dimethylacetamide,9.448275862,7.367816092,162.6584682,183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-413.5237524,-105.3155015,-1.597474048,1.631225119,-0.603030665,0.094146482,-0.953943444,38.72707241,4.373896611,33.19105079,6.833332039,0.478,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,1.0706
HOWQOA,C1=CN=CC(=C1C(=O)O)C(=O)O,Zn,dimethylacetamide,9.448275862,7.367816092,162.6584682,183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-413.5237524,-105.3155015,-1.597474048,1.631225119,-0.603030665,0.094146482,-0.953943444,38.72707241,4.373896611,33.19105079,6.833332039,0.478,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,1.13004
HOXKUB,C1=C(SC(=C1)C(=O)O)C(=O)O,Yb,ethanol,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,70,173.05,242,3.1,21,-2,6.254,6.9,46.07,24.3,-0.31,1,1,0.3,78.37,1.89854
HOXSIY,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylacetamide",6.314285714,4.607936508,156.8967605,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,-0.692790248,0.916915973,-1.70062435,43.57578391,6.083768968,26.08862449,10.26908972,2.4482,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,1.50427
HURFEH,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Zn,dimethylamine,6.225,4.902777778,163.0911809,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,-0.12,0.445172414,-0.16,42.37728459,9.038133208,30.24642141,6.828292156,0.6652,30,65.4,139,4.45,6.4,-60,9.394,7.134,45.09,3.9,0.67,1,1,0.2,3.2,1.02718
HUYXUV,C(=O)O,Co,formate,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.03,59,-0.39,1,2,0.24,100.8,1.3826
HUYYAC,C(=O)O,Cu,formate,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,29,63.55,140,4.48,6.7,119,7.726,8.933,46.03,59,-0.39,1,2,0.24,100.8,1.25081
ICITEU,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Fe,dimethylformamide,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,26,55.84,194,4.06,8.4,15,7.902,7.874,73.09,36.7,-0.85,1,2,0.37,153,0.514269
IFASOZ,C(CCC(=O)O)CC(=O)O,Mg,"N,N-dimethylacetamide",1.666666667,3.435185185,167.58739,174.4868462,15.52,-42.97,177.8,-142.4850075,37.38080356,21.53607572,-2.014978,1.714500575,-0.74,-1.345555556,-0.328888889,44.1807585,-0.051986264,23.46726078,6.757084721,0.716,12,24.305,173,3.75,10.6,-40,7.646,1.74,87.12,32.2,-0.85,1,2,0.25,165.1,0.86206
IFIPEV,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,In,"N,N-dimethylformamide",4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,0.815895
IGUCIY,C1=CN=CN1,Sm,imidazole,0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,62,150.4,229,3.1,28.8,16,5.644,7.52,68.08,13.1,-0.31,1,2,0.26,188,1.65468
IGUTUB,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,"N,N-dimethylformamide",4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.32404
IGUTUB01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,"N,N-dimethylformamide",4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.37075
IGUVIR,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,"N,N-dimethylacetamide",4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1.34417
IGUVIR01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,"N,N-dimethylacetamide",4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1.30886
IHOSUV,CC(=O)O,Mg,ethanol,0,1,170.5202365,169.7560012,1,-48,76,-185.0902213,109.2563761,0,0,0,4,0.983015531,9,40.72487636,-6.432994383,21.92038417,3.244016936,0.0909,12,24.305,173,3.75,10.6,-40,7.646,1.74,46.07,24.3,-0.31,1,1,0.3,78.37,1.24003
IJITEC,C1=CC(=CC=C1C2=CC=C(C=C2)N3C=CN=C3)N4C=CN=C4,Co,acetonitrile,4,2.643874644,158.7807164,162.7148785,-37.61111111,-66.55555556,233,-379.5085995,-594.4124697,-355.5091315,0.647344444,6.585107786,-0.361111111,0.194444444,-0.912393162,49.49423033,-1.756111048,26.72818312,0,3.725,27,58.93319,192,4.3,7.5,64,7.881,8.86,41.05,37.5,0.34,0,1,0.26,81.6,1.32846
ITIPAE,C(=O)O,Zn,dimethylformamide,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.81693
IWOSAP,C(CC(=O)O)C(=O)O,Ho,salicylic,4.888888889,5.685185185,168.4634628,185.1842767,4.816326531,-69.40816327,131.4285714,-161.2722825,27.53220453,98.47365813,-1.427755102,0.438825239,-0.816326531,5.369387755,-2.181405896,40.59679061,1.171632505,23.39163772,6.735810142,-0.0642,67,164.93033,216,3.1,23.6,33,6.022,8.8,138.12,13.2,2.1,1,2,0.28,211,2.36729
IXODUV,C1=CC(=CC=C1C(=O)O)C(=O)O,V,"1,3-cyclohexadiene",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,92.14,2.3,2.3,0,1,0.23,82,1.01181
IXOFEH,C1=CC(=CC=C1C(=O)O)C(=O)O,V,benzene,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,78.11,2.2,2.13,0,0,0.16,80.1,1.02717
IXOFOR,C1=CC(=CC=C1C(=O)O)C(=O)O,V,cyclohexane,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,84.16,2.02,3.44,0,2,0.17,80.7,1.02216
IXOFUX,C1=CC(=CC=C1C(=O)O)C(=O)O,V,cyclohexene,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,82.15,2.02,3.21,0,2,0.18,83,1.00152
IXOFUX01,C1=CC(=CC=C1C(=O)O)C(=O)O,V,cyclohexene,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,82.15,2.02,3.21,0,2,0.18,83,1.00146
IXUQUO,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.20903
IXURAV,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,ethanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,1.23753
IXUREZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,ethanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,1.16939
IXUWOO,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,dimethylformamide,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.07583
IYUHIU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,In,N-methylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,182,-0.1,1,2,0.26,163,1.12976
IZUVUV,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,nitrobenzene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,0.902736
JALLOA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ce,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,0.936927
JASNAT,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,p-xylene,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,106.17,2.38,2.56,0,1.18,0.17,138,1.2488
JEZLAE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.29793
JIDKIT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.920894
JIXBUQ,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Cd,"N,N-dimethylformamide",5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.720923
JIZJOT,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,propan-1-ol,4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,27,58.93319,192,4.3,7.5,64,7.881,8.86,60.1,18.8,-0.25,1,2,0.29,97.2,1.06872
JIZJUZ,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,benzene,4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,27,58.93319,192,4.3,7.5,64,7.881,8.86,78.11,2.2,2.13,0,0,0.16,80.1,1.07331
JIZWIA,C1CC(CCC1C(=O)O)C(=O)O,Al,o-xylene,1.696969697,3.612794613,165.632159,174.4275962,22.55555556,-37.47222222,203.3333333,-400.4185127,-402.6188913,279.5326761,-0.268666667,1.312761789,-1.164141414,-0.858585859,-1.482323232,46.38898917,3.190896767,22.74207534,6.827180347,0.962,13,26.981538,184,3.23,8.3,42,5.986,2.7,106.17,2.38,3.2,0,1,0.19,144,1.09342
JIZWOG,C1CC(CCC1C(=O)O)C(=O)O,Al,p-xylene,1.696969697,3.612794613,165.632159,174.4275962,22.55555556,-37.47222222,203.3333333,-400.4185127,-402.6188913,279.5326761,-0.268666667,1.312761789,-1.164141414,-0.858585859,-1.482323232,46.38898917,3.190896767,22.74207534,6.827180347,0.962,13,26.981538,184,3.23,8.3,42,5.986,2.7,106.17,2.38,2.56,0,1.18,0.17,138,1.07966
JOCGEQ,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Cu,"N,N-dimethylformamide",5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,1.16026
