code,SMILES,Metal,solvents,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),Density
TEVZIE,C(=O)O,Zn,tetrahydrofuran,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,72.1,7.58,0.888,1,19.9,0.22,66,1.88801
TEVZOK,C(=O)O,Zn,acetonitrile,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,41.05,37.5,0.34,0,1,0.26,81.6,1.97903
TEVZUQ,C(=O)O,Zn,acetone,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,58.08,20.7,-0.24,0,1,0.17,56.05,1.89478
TEZKAM,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.1169
TILHAZ,C(CCC(=O)O)CC(=O)O,Co,"N,N-dimethylformamide",1.666666667,3.435185185,167.58739,174.4868462,15.52,-42.97,177.8,-142.4850075,37.38080356,21.53607572,-2.014978,1.714500575,-0.74,-1.345555556,-0.328888889,44.1807585,-0.051986264,23.46726078,6.757084721,0.716,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.18439
TIRLIQ,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,methanol,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1.34501
TOFQEM,C1=CN=CC=C1C(=O)O,Cd,"N,N-dimethylacetamide",4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1.31853
TOHYUM,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,dimethylacetamide,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,1.40227
TONBII,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Fe,ethanol,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,26,55.84,194,4.06,8.4,15,7.902,7.874,46.07,24.3,-0.31,1,1,0.3,78.37,1.60547
TONBUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,dimethylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1.15588
TONKEN,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,In,dimethylformamide,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,0.83873
TOYHEX,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Ti,"N,N-dimethylformamide",5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,22,47.867,187,3.45,14.6,8,6.828,4.5,73.09,36.7,-0.85,1,2,0.37,153,1.34883
TOYHIB,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ti,"N,N-dimethylformamide",5,3.76984127,154.2092758,148.3284262,-6.633217993,-80.28373702,354.7058824,-754.9589994,-1059.364533,911.6421651,1.811200692,-37.6854775,-0.719723183,0.171033119,-1.525045312,47.67586017,4.931318336,22.88855258,10.25835384,5.7822,22,47.867,187,3.45,14.6,8,6.828,4.5,73.09,36.7,-0.85,1,2,0.37,153,1.08821
TUBCEA,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,32.04,32.7,0.791,1,8.2,0.32,65,1.7794
TUDHUW,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.925408
TUDJAE,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.90707
TUDJEI,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.912872
TUDJIM,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.926733
TUDJOS,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.911589
TUDJUY,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.91625
TUDKAF,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.908073
TUDKEJ,CC1=NC=CN1,Zn,methanol,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,0.924363
UDIWOW,C(=O)O,Ho,"N,N-diethylformamide",6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,67,164.93033,216,3.1,23.6,33,6.022,8.8,101.14,36.7,0.945,1,19.9,0.2,152,1.13306
UFUNAK,C1=CN=CC=C1C(=O)O,Cu,methanol,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,32.04,32.7,0.791,1,8.2,0.32,65,1.54075
UHUWEC,C1=CN=CC=C1C2=CC=NC=C2,Cu,"N,N-dimethylformamide",3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,1.25772
ULOLAK,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,benzene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,78.11,2.2,2.13,0,0,0.16,80.1,1.33847
UMEKEE,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,dimethylformamide,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.751545
USUQOQ,C1=C(OC(=C1)C(=O)O)C(=O)O,Nd,methanol,8.947368421,7.286549708,161.8462116,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-2.397660819,-0.222222222,-3.485380117,36.02428161,4.74857481,31.31628492,8.826741248,0.676,60,144.24,229,3.1,31.4,185,5.525,7.01,32.04,32.7,0.791,1,8.2,0.32,65,2.05196
UVUPOR,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.683437
UVUPUX,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.19226
UVUQAE,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.25359
UWUQEJ,C1=CC(=C(C=C1C(=O)O)O)C(=O)O,Cu,"N,N-dimethylformamide",7.361111111,7.663580247,160.5851153,171.4113928,6.127423823,-33.79778393,148.9473684,-342.2049447,-480.1828285,65.7008648,-0.229041551,2.289057215,-0.981148046,-0.476553225,-1.506001847,40.68554192,8.082498684,28.99300178,8.591694452,0.7886,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,0.867522
UWUTIQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.0094
UXUZAP,C1=CN=CC=C1C(=O)O,Zn,dimethylformamide,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.24118
VAKREG,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.966332
VAMXAK,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.12046
VASKOR,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,73.09,36.7,-0.85,1,2,0.37,153,1.16333
VAZROF,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Fe,ethanol,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,26,55.84,194,4.06,8.4,15,7.902,7.874,46.07,24.3,-0.31,1,1,0.3,78.37,1.23766
VEDFER,C1=CN=CC=C1C(=O)O,Co,ethanol,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,1.05921
VEDFOB,C1=CN=CC=C1C(=O)O,Co,cyclohexane,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,84.16,2.02,3.44,0,2,0.17,80.7,1.05075
VEGYUD,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.34711
VEHKEA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.06898
VEJYEP,C1=CN=CN1,Zn,"N,N-dimethylacetamide",0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,1.2071
VEJYEP01,C1=CN=CN1,Zn,"N,N-dimethylacetamide",0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,1.20284
VEJYUF01,C1=CN=CN1,Zn,"N,N-dimethylformamide",0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.21219
VEJYUF10,C1=CN=CN1,Zn,"N,N-dimethylformamide",0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.25694
VELBAQ,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.378847
VETJAI,C1CN2CCN1CC2,Zn,methanol,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1.50833
VEWREX,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,In,"N,N-dimethylformamide",5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,1.04616
VITYOO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Nd,"N,N-dimethylformamide",7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,60,144.24,229,3.1,31.4,185,5.525,7.01,73.09,36.7,-0.85,1,2,0.37,153,1.17106
VITYUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Eu,"N,N-dimethylformamide",7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,1.51989
VITZAB,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Tb,"N,N-dimethylformamide",7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,1.53742
VITZEF,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Sm,"N,N-dimethylformamide",7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,62,150.4,229,3.1,28.8,16,5.644,7.52,73.09,36.7,-0.85,1,2,0.37,153,1.51612
VITZIJ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Dy,"N,N-dimethylformamide",7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,66,162.5,229,3.1,24.5,34,5.939,8.55,73.09,36.7,-0.85,1,2,0.37,153,1.56562
VIYZIO,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,dimethylformamide,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.39781
VIYZIO01,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,dimethylformamide,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.39781
VIZQEC,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.38129
VOBQEK,C1=CC(=CC=C1C(=O)O)C(=O)O,Mn,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,1.4942
VOCKUT,C1=CC(=CN=C1)C(=O)O,Co,ethanol,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,1.41776
VOPCEK,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Ce,dimethylformamide,6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,1.5126
VOPCIO,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Ce,"N,N-dimethylformamide",6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,1.14385
VOQWUV,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,ethanol,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,46.07,24.3,-0.31,1,1,0.3,78.37,1.32844
