code,SMILES,Metal,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,SSA
SOQGUD,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,14.89694042,161.4354329,147.5763713,14.47187929,-50.41152263,100.0420278,-788.6968901,388.1485136,1.611522634,-1.189091222,21.24453304,-1.259026153,6.899862826,-0.988461228,31.85681385,3.099595699,-4.396301241,6.066367068,0,0.1776,30,65.4,139,4.45,6.4,-60,9.394,7.134,151.6
SUDXIB,C1=CN=CC=C1C2=CC=NC=C2,Zn,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,194.022
SUFJEK,C1=NC=NN1,Zn,6.089439787,180.2577321,176.7440981,-17.75,-29.75,-44.18353857,0,0,0,-0.600939763,0,-0.259486607,7.5,-4.25,35.48540873,-11.37954215,-20.29262072,0,0,-0.1953,30,65.4,139,4.45,6.4,-60,9.394,7.134,1008.34
SUHMEP,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,895.087
SUJNUH,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Cu,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,29,63.55,140,4.48,6.7,119,7.726,8.933,575.911
SUJQOE,C(=C/C(=O)O)\C=C\C(=O)O,Zn,5.694444444,163.2548245,161.8581408,1.3125,-49.625,-322.1088313,9.583532402,-38.74852468,-1.480625,-2.061937685,2.142741284,-1.240162037,8.484375,-2.067708333,39.58436611,-0.841463322,-9.537222547,0,0,0.268,30,65.4,139,4.45,6.4,-60,9.394,7.134,51.2527
SUKREX,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,La,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,57,138.9055,240,3.1,31.1,45,5.577,6.15,74.3035
SUKREX01,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,La,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,57,138.9055,240,3.1,31.1,45,5.577,6.15,91.7289
SUKRIB,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Ce,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,58,140.116,235,3.1,29.6,635,5.539,6.77,75.9476
SUMRAW,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ag,3.05026455,154.2092758,145.963084,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,1.850657439,-21.2120641,-37.6854775,0.052267347,6.955017301,-0.633035877,32.94325277,-0.588251461,-3.083480907,87.97801257,16.69035448,5.7822,47,107.868,172,4.44,7.9,126,7.576,10.501,967.946
SUMREA,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ag,3.05026455,154.2092758,145.963084,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,1.850657439,-21.2120641,-37.6854775,0.052267347,6.955017301,-0.633035877,32.94325277,-0.588251461,-3.083480907,87.97801257,16.69035448,5.7822,47,107.868,172,4.44,7.9,126,7.576,10.501,633.439
SUMRIE,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ag,3.05026455,154.2092758,145.963084,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,1.850657439,-21.2120641,-37.6854775,0.052267347,6.955017301,-0.633035877,32.94325277,-0.588251461,-3.083480907,87.97801257,16.69035448,5.7822,47,107.868,172,4.44,7.9,126,7.576,10.501,714.8167
SUMROK,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Ag,3.05026455,154.2092758,145.963084,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,1.850657439,-21.2120641,-37.6854775,0.052267347,6.955017301,-0.633035877,32.94325277,-0.588251461,-3.083480907,87.97801257,16.69035448,5.7822,47,107.868,172,4.44,7.9,126,7.576,10.501,541.114
SUNHEP,C1=CC(=CC=C1C(=O)O)C(=O)O,Yb,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,70,173.05,242,3.1,21,-2,6.254,6.9,269.166
SUNHIT,C1=CC(=CC=C1C(=O)O)C(=O)O,Sm,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,62,150.4,229,3.1,28.8,16,5.644,7.52,256.249
SUNHOZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Y,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,39,88.90584,219,3.19,22.7,30,6.217,4.47,301.282
SUPCAK,C(=O)O,Co,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,2907.15
SUPGES,C1=CN=CC=C1C2=CC=NC=C2,Zn,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,352.655
SUPZUY,C1=CN=CC=N1,Ag,1,166.9328158,172.1322147,-21.44,-24.08,-134.3050881,128.2032447,0,0,9.291412193,0,-0.129230769,6.96,-1.852307692,33.2072028,-10.856572,-8.769537385,0,0,0.4766,47,107.868,172,4.44,7.9,126,7.576,10.501,488.543
SUQHUJ,C1=C(OC(=C1)C(=O)O)C(=O)O,In,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,49,114.818,193,3.1,9.7,29,5.786,7.31,519.262
SUQSIJ,C1=CN=C(C=C1C(=O)O)C(=O)O,Gd,7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,64,157.2,237,3.1,23.5,13,6.15,7.9,265.861
SUQSOP,C1=CN=C(C=C1C(=O)O)C(=O)O,Eu,7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,63,151.964,233,3.1,27.7,83,5.67,5.24,276.865
SUQSUV,C1=CN=C(C=C1C(=O)O)C(=O)O,Tb,7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,65,158.92535,221,3.1,25.5,112,5.864,8.23,253.013
SUSLAV,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,91.9913
SUVQEI,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Dy,4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,66,162.5,229,3.1,24.5,34,5.939,8.55,429.205
SUXTAI,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,7.48647
SUXYAM,C1=CN=CC=N1,Nd,1,166.9328158,172.1322147,-21.44,-24.08,-134.3050881,128.2032447,0,0,9.291412193,0,-0.129230769,6.96,-1.852307692,33.2072028,-10.856572,-8.769537385,0,0,0.4766,60,144.24,229,3.1,31.4,185,5.525,7.01,113.406
SUXYEQ,C1=CN=CC=N1,Dy,1,166.9328158,172.1322147,-21.44,-24.08,-134.3050881,128.2032447,0,0,9.291412193,0,-0.129230769,6.96,-1.852307692,33.2072028,-10.856572,-8.769537385,0,0,0.4766,66,162.5,229,3.1,24.5,34,5.939,8.55,83.8671
SUXYIU,C1=CN=CC=N1,Ho,1,166.9328158,172.1322147,-21.44,-24.08,-134.3050881,128.2032447,0,0,9.291412193,0,-0.129230769,6.96,-1.852307692,33.2072028,-10.856572,-8.769537385,0,0,0.4766,67,164.93033,216,3.1,23.6,33,6.022,8.8,79.1545
SUXYOA,C1=CN=CC=N1,Er,1,166.9328158,172.1322147,-21.44,-24.08,-134.3050881,128.2032447,0,0,9.291412193,0,-0.129230769,6.96,-1.852307692,33.2072028,-10.856572,-8.769537385,0,0,0.4766,68,167.26,235,3.1,22.7,30,6.108,9.07,65.0028
TAFREZ,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Co,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,265.174
TAJTAC,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,14.5715
TAJTIK,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,8.51254
TAKTEH,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Ga,5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,31,69.723,187,3.2,8.1,41,5.999,5.91,1170.1
TAKTIL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Ga,5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,31,69.723,187,3.2,8.1,41,5.999,5.91,1173.32
TARCUN,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,56.9694
TATSIS,C1=CN=CC=C1C(=O)O,Co,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,167.639
TATSIS01,C1=CN=CC=C1C(=O)O,Co,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,149.226
TAVTAO,C1=CN=CC=C1C2=CC=NC=C2,Zn,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.879
TAYNEN,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Cd,10.64102564,160.5851153,151.5841872,-0.872576177,-66.48199446,-82.49993911,-171.0374962,76.06475325,-0.594210526,-15.36591958,7.749371444,-0.763399727,7.83933518,-1.899485556,36.5352815,1.746852814,-8.988056674,18.19910121,16.87641482,0.7886,48,112.41,158,4.33,7.2,-70,8.994,8.69,309.947
TAYRET,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,935.606
TAZSAP02,C(CC(=O)O)C(=O)O,Pr,17.63333333,168.4634628,170.0166532,4.816326531,-82.83673469,-249.9676208,98.47365813,0,-1.54122449,-2.150515384,0.438825239,-2.430770975,9.387755102,-3.313469388,43.64067584,4.64666622,-15.18046597,0,12.84164325,-0.0642,59,140.90766,239,3.1,28.2,93,5.464,6.77,235.081
TECVEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ca,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,20,40.08,231,2.2,22.8,2,6.113,1.54,664.259
TEDLUK,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,349.76505
TEDSIG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,576.937
TEFWIL,C1=NC(=C(N1)C(=O)O)C(=O)O,In,13.04901961,169.1951772,164.5408721,6,-0.444444444,-43.35177274,-182.0910061,0,-0.709710222,-1.33546142,0.421718022,-0.590713902,7.422222222,-0.019323671,34.48204905,0.800835129,-0.234597516,0,0,-0.1939,49,114.818,193,3.1,9.7,29,5.786,7.31,1237.65
TEGRAB,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,30,65.4,139,4.45,6.4,-60,9.394,7.134,1135.97
TEKXAL,C1=CN=CC=C1C2=CC=NC=C2,K,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,19,39.0983,275,2.42,43.4,48,4.341,0.89,453.104
TEKXAL,C1=CN=CC=C1C2=CC=NC=C2,K,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,19,39.0983,275,2.42,43.4,48,4.341,0.89,453.104
TEKXEP,C1=CN=CC=C1C2=CC=NC=C2,Rb,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,37,85.468,303,2.34,47.3,47,4.177,1.53,447.362
TEKXEP,C1=CN=CC=C1C2=CC=NC=C2,Rb,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,37,85.468,303,2.34,47.3,47,4.177,1.53,447.362
TEKXIT,C1=CN=CC=C1C2=CC=NC=C2,Cs,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,55,132.905452,343,2.18,59.6,46,3.894,1.93,395.81
TEKXIT,C1=CN=CC=C1C2=CC=NC=C2,Cs,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,55,132.905452,343,2.18,59.6,46,3.894,1.93,395.81
TERNOW,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1169.88
TERNUC,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1259.71
TERPAK,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1178.6
TERPEO,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1206.95
TESGOO,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,207.515
TESGUU,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,208.046
TESHAB,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,324.917
TETZID,C1=C(SC(=C1)C(=O)O)C(=O)O,Cd,5.619047619,156.638113,149.5941208,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,3.314403556,-18.63677144,5.342441632,-1.383984878,14.38222222,-0.518454106,63.03764033,2.971853306,-2.89055528,12.13273414,9.754294387,1.1445,48,112.41,158,4.33,7.2,-70,8.994,8.69,426.364
TETZUQ,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Co,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,27,58.93319,192,4.3,7.5,64,7.881,8.86,577.162
TEVZEA,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,161.991
TEVZIE,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,244.69
TEVZOK,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,157.747
TEVZUQ,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,238.751
TEWFOS,C1=CC=C(C(=C1)C(=O)O)C(=O)O,Cu,10.7654321,159.2036613,151.6270775,15.0617284,6.518518519,-139.4970291,-230.409101,0,-2.148641975,-8.194441511,3.21254212,-0.305773787,7.728395062,0.197530864,36.15315736,0.602016249,0.896355591,12.13273414,11.12690298,1.083,29,63.55,140,4.48,6.7,119,7.726,8.933,296.177
TEWFUY,C1=CC=C(C(=C1)C(=O)O)C(=O)O,Cu,10.7654321,159.2036613,151.6270775,15.0617284,6.518518519,-139.4970291,-230.409101,0,-2.148641975,-8.194441511,3.21254212,-0.305773787,7.728395062,0.197530864,36.15315736,0.602016249,0.896355591,12.13273414,11.12690298,1.083,29,63.55,140,4.48,6.7,119,7.726,8.933,189.349
TEYHIP,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1956.24
TEZKAM,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,902.031
TIKTAL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,V,5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,23,50.9415,179,3.6,12.4,51,6.746,6,1257.99
TIKTAL01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,V,5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,23,50.9415,179,3.6,12.4,51,6.746,6,1270.83
TIKTOZ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,V,5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,23,50.9415,179,3.6,12.4,51,6.746,6,1260.95
