code,SMILES,Metal,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,SSA
DIDDOK,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,4647.78
DIGPER,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Gd,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,64,157.2,237,3.1,23.5,13,6.15,7.9,704.099
DIHVIB02,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,1383.177
DINNIZ,C(CCC(=O)O)CC(=O)O,Mn,4.127572016,167.58739,167.6355033,15.52,-55.57,-413.8339992,21.53607572,-71.0457373,-2.325,-1.811831412,1.714500575,-0.799043928,8.89,-1.292325581,41.58715809,0.891151629,-5.959742204,12.84164325,12.84164325,0.716,25,54.93804,197,3.72,9.4,-50,7.434,7.3,221.971
DISCIU,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1811.84
DITTEH,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Zn,4.387152778,156.8967605,147.4328748,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,2.80024974,-17.78670351,-9.204744818,-0.049994942,7.336108221,-0.866350156,34.41735606,0.654011749,-4.198412408,41.45873833,16.69035448,2.4482,30,65.4,139,4.45,6.4,-60,9.394,7.134,696.887
DITXOU,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,30,65.4,139,4.45,6.4,-60,9.394,7.134,868.447
DIVMUR,C(=O)(C(=O)O)O,Er,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,68,167.26,235,3.1,22.7,30,6.108,9.07,25.9029
DIVNAY,C(=O)(C(=O)O)O,Y,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,39,88.90584,219,3.19,22.7,30,6.217,4.47,37.7172
DIXKOL,C1=CN=C(C=C1C(=O)O)C(=O)O,Co,7.015873016,162.6584682,157.552001,2.847750865,-22.37024221,-104.8617421,47.33800624,79.5168395,2.433292388,-0.694726781,4.148892121,-0.233650188,7.467128028,-0.771387663,34.82995965,0.791278768,-3.723339989,12.13273414,11.25737949,0.478,27,58.93319,192,4.3,7.5,64,7.881,8.86,720.482
DOFHIS,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Cd,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,48,112.41,158,4.33,7.2,-70,8.994,8.69,684.296
DOGFIR,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,30,65.4,139,4.45,6.4,-60,9.394,7.134,25.4454
DOGZIJ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,492.269
DOHNUL,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,9.66966967,160.1601348,149.7212078,11.32653061,-27.7755102,-55.01681737,-42.19470698,78.30857656,1.02,-11.70751755,7.491433354,-0.55543927,7.551020408,-0.712192569,35.1171682,2.188865482,-3.358077607,18.19910121,5.563451492,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,353.487
DOJXEH,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,659.467
DOJXIK,C1=CC(=CC(=C1)C(=O)O)C(=O)O,La,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,57,138.9055,240,3.1,31.1,45,5.577,6.15,108.26
DOJXIL,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,561.388
DOJXOQ,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Pr,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,59,140.90766,239,3.1,28.2,93,5.464,6.77,118.664
DOJXUW,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Nd,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,60,144.24,229,3.1,31.4,185,5.525,7.01,104.139
DOJYAD,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Dy,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,66,162.5,229,3.1,24.5,34,5.939,8.55,93.6205
DOLPIF,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Eu,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,63,151.964,233,3.1,27.7,83,5.67,5.24,16.1578
DONNAW01,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,31,69.723,187,3.2,8.1,41,5.999,5.91,1189.4
DONNEA,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,31,69.723,187,3.2,8.1,41,5.999,5.91,977.113
DONNIE,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,31,69.723,187,3.2,8.1,41,5.999,5.91,1216.03
DONXOW,C(=O)(C(=O)O)O,Mn,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,25,54.93804,197,3.72,9.4,-50,7.434,7.3,762.75
DOQCUK,CC(=O)O,Mg,6.089439787,170.5202365,181.1765606,1,-90,-42.03469954,0,0,0,1.412091599,0,-5.409722222,9.5,-11.25,44.21852025,15.82330225,-51.949009,0,0,0.0909,12,24.305,173,3.75,10.6,-40,7.646,1.74,1560.07
DOQKAW,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,110.73
DOQRUW,C(=C/C(=O)O)\C(=O)O,Mn,21.79166667,165.721098,165.5425733,0,-59,-206.4246725,22.25755962,0,-1.635555556,-3.07852192,0.597289909,-2.672839506,8.666666667,-3.6875,40.18891489,2.041973111,-16.88877358,0,0,-0.2882,25,54.93804,197,3.72,9.4,-50,7.434,7.3,308.75
DORDUK,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,In,3.366207951,165.6143712,151.9174186,35.36,-100.72,654.8868704,1179.654679,38.68104163,3.780666667,-24.33625277,4.284486167,-0.162173509,8.106666667,-1.213493976,38.21050265,9.732241424,-5.863588822,25.18037091,0,1.5981,49,114.818,193,3.1,9.7,29,5.786,7.31,1001.44
DORFAS,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,In,3.366207951,165.6143712,151.9174186,35.36,-100.72,654.8868704,1179.654679,38.68104163,3.780666667,-24.33625277,4.284486167,-0.162173509,8.106666667,-1.213493976,38.21050265,9.732241424,-5.863588822,25.18037091,0,1.5981,49,114.818,193,3.1,9.7,29,5.786,7.31,1245.25
DOTHIF,C1=CC=C(C(=C1)C(=O)O)C(=O)O,Zn,10.7654321,159.2036613,151.6270775,15.0617284,6.518518519,-139.4970291,-230.409101,0,-2.148641975,-8.194441511,3.21254212,-0.305773787,7.728395062,0.197530864,36.15315736,0.602016249,0.896355591,12.13273414,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.2517
DOTHUR,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,884.172
DOTSOV,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2091.78
DOTSOV01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2086.41
DOTSOV03,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2085.51
DOTSOV05,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2089.36
DOTSOV06,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.66
DOTSOV08,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.6
DOTSOV09,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.16
DOTSOV10,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.61
DOTSOV11,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2091.1
DOTSOV12,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.56
DOTSOV13,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.92
DOTSOV14,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2091.35
DOTSOV15,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2089.74
DOTSOV16,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2091.61
DOTSOV18,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2091.5
DOTSOV20,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2092.17
DOTSOV21,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.02
DOTSOV22,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.18
DOTSOV23,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2088.59
DOTSOV24,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2091.67
DOTSOV25,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.35
DOTSOV26,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.81
DOTSOV27,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.14
DOTSOV29,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2095.28
DOTSOV30,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2087.25
DOTSOV31,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2084.942
DOTSOV32,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2082.39
DOTSOV33,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.76
DOTSOV34,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2088.33
DOTSOV35,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2087.83
DOTSOV36,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.19
DOTSOV37,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2094.17
DOTSOV38,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2087.34
DOTSOV39,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2087.7
DOTSOV40,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2093.62
DOTSOV41,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2090.6
DOTSOV42,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2091.2338
DOTSOV43,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,2092.15
