code,SMILES,Metal,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,PV
YANBAR01,C(=O)O,Co,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.25094
YANBAR02,C(=O)O,Co,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.27758
YANBAR03,C(=O)O,Co,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.2562
YANBAR04,C(=O)O,Co,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.24526
YAPPAG,C(=O)(C(=O)O)O,Fe,1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,26,55.84,194,4.06,8.4,15,7.902,7.874,0.7423
YAQZAT,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,U,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.1197
YAQZEX,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,U,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.31382
YARDEC,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.31824
YARDIG,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.32046
YARFII,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,5.956521739,122.4808275,8.061728395,-24.37037037,-14.81481481,33.38957476,-5.769547325,128.7722934,4.396809432,-139.4970291,56.05095496,-2.387660494,-13.6613542,-1.152006173,0.402039721,0.602016249,75.66463763,0,0,5.195555556,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.32134
YARSAN,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.21858
YASNAJ,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Co,4.588374486,209.0327739,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,0,0,9.574319938,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.19954
YATLEN,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,26,55.84,194,4.06,8.4,15,7.902,7.874,0.58224
YAWKOX,C(CC(=O)O)CC(=O)O,Pr,5.685185185,121.9371318,11.88927336,-54.35294118,-28.65051903,43.64619377,-44.33006536,-180.0195412,396.3992335,-332.4902357,13.27482913,-1.466084429,-1.946221552,-1.293348712,-0.744329104,2.48566421,43.06526463,0,0,0,59,140.90766,239,3.1,28.2,93,5.464,6.77,0.3
YAXBOP,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,26,55.84,194,4.06,8.4,15,7.902,7.874,0.40892
YAYQOH,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Cd,3.05026455,228.168847,-6.633217993,-80.28373702,-33.34256055,59.14071511,5.958477509,148.3771986,511.8979713,-272.2080821,911.6421651,-2.7619609,-21.2120641,-0.719723183,0.171033119,-0.588251461,-3.294897112,0,33.38070895,25.42293713,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.0674
YAYRAT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ga,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,31,69.723,187,3.2,8.1,41,5.999,5.91,0.59934
YAZFOW,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,In,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,49,114.818,193,3.1,9.7,29,5.786,7.31,0.48282
YEBKUM,C(=O)(C(=O)O)O,Yb,1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,70,173.05,242,3.1,21,-2,6.254,6.9,0.10852
YEDKUO,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Cr,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,24,51.996,189,3.72,11.6,65,6.767,7.15,0.43724
YEGFIB,C1=CN=CC=C1C2=CC=NC=C2,Cd,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.25824
YEGTEK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.028
YEKQOW,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,5.619047619,144.6504787,9.333333333,-17.11111111,-28.88888889,24.21296296,0.904320988,-58.02430904,271.6055111,-141.6918397,-52.99056242,-2.905322222,2.728500953,-2.397660819,-0.222222222,2.702140678,81.84243715,0,0,2.178148148,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.32128
YEKXIX,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Zn,4.387152778,200.9464196,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,0,11.12690298,9.47030712,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.6437
YELYOE,C1=NC(=C(N1)C(=O)O)C(=O)O,Cd,13.04901961,60.18653654,6,-8.111111111,11.11111111,23.30555556,-13.58641975,-229.9301339,54.74857459,-43.35177274,-182.0910061,-0.865704,-1.33546142,-0.968253968,-1.379084967,0.800835129,23.35832815,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.15516
YEMJAC,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Dy,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,66,162.5,229,3.1,24.5,34,5.939,8.55,0.38664
YESFIO,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.27396
YEWKAP,C(=O)O,Fe,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,26,55.84,194,4.06,8.4,15,7.902,7.874,0.1678
YEYDUE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Al,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,13,26.981538,184,3.23,8.3,42,5.986,2.7,0.45768
YEYLUJ,C1=CN=CC=C1C2=CC=NC=C2,Ag,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,47,107.868,172,4.44,7.9,126,7.576,10.501,0.22146
YEYRAY,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.49896
YEZJUL,C(=O)(C(=O)O)O,In,1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,49,114.818,193,3.1,9.7,29,5.786,7.31,0.54772
YEZKAS,C(=O)(C(=O)O)O,Mn,1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.2597
YIBMUT,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Cd,4.387152778,200.9464196,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,0,11.12690298,9.47030712,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.2049
YICRIM,C1CC(CCC1C(=O)O)C(=O)O,Pb,3.813131313,112.0619844,22.55555556,-37.47222222,52.55555556,49.25,-10.09027778,-209.0952711,197.5988695,-336.1865227,279.5326761,-2.853133333,-15.89026657,-1.164141414,-0.858585859,-0.07420273,-17.03418453,0,0,0,82,207,202,3.9,6.8,34,7.417,11.342,0.1455
YIGKAD,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,In,3.366207951,74.3426132,35.36,-73.52,-17.28,52.68552469,-13.46040123,31.78155834,485.8972351,654.8868704,1179.654679,-2.030144,-24.33625277,-0.604705882,-0.421651376,9.732241424,38.68104163,0,0,0,49,114.818,193,3.1,9.7,29,5.786,7.31,0.41962
YIHBIC,C1=CN=CC=C1C2=CC=NC=C2,Cd,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.04632
YIHBOI,C1=CN=CC=C1C2=CC=NC=C2,Cd,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.07852
YILBIG,C1=CN=CC=C1C(=O)O,Zn,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.65864
YILJUA,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Cd,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.45652
YILKAH,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Cd,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.45856
YILMEO,C1=CN=CC=C1C2=CC=NC=C2,Ag,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,47,107.868,172,4.44,7.9,126,7.576,10.501,0.5897
YINPEQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.7366
YISRIE,CC(=O)O,Eu,6.089439787,146.7274789,1,-48,0,23.84722222,-43.27777778,0,0,-42.03469954,0,0.47401875,1.412091599,4,0.983015531,15.82330225,23.35832815,0,0,0,63,151.964,233,3.1,27.7,83,5.67,5.24,0.02898
YIWBEN,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Cd,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.30592
YIWLUM,C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O,Ag,5.041666667,123.076536,19.7037037,-67.62962963,-57.77777778,70.28703704,-26.74074074,450.227394,136.932714,-320.4280523,341.5998015,-5.2824,-20.14249843,-0.946502058,0.549382716,1.049631063,49.44063896,0,0,0,47,107.868,172,4.44,7.9,126,7.576,10.501,0.09976
YIXFIW,C1=CC(=CC=C1C(=O)O)C(=O)O,Sm,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,62,150.4,229,3.1,28.8,16,5.644,7.52,0.2721
YIXFOC,C1=CC(=CC=C1C(=O)O)C(=O)O,Eu,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,63,151.964,233,3.1,27.7,83,5.67,5.24,0.16388
YIXFUI,C1=CC(=CC=C1C(=O)O)C(=O)O,Tb,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,65,158.92535,221,3.1,25.5,112,5.864,8.23,0.16128
YIZCAN,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Co,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.31928
YIZCER,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Co,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.44818
YOCQIT,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Gd,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,64,157.2,237,3.1,23.5,13,6.15,7.9,0.07524
YOCSEQ,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Gd,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,64,157.2,237,3.1,23.5,13,6.15,7.9,0.2257
YODRAM,C1=CN=CC=C1C(=O)O,Co,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.45706
YOGLOY,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.44546
YOGSIX,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,Nd,8.08045977,155.0687468,10.24,-36.08,-47.6,52.95666667,-10.66333333,434.3616168,-77.80089334,-88.84582021,5.968041315,-4.57818,-16.83487397,-1.185,1.504827586,1.946496089,85.43943289,0,0,2.459537037,60,144.24,229,3.1,31.4,185,5.525,7.01,0.02558
YOKQOH,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,262.0000918,-9,-3,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,0,34.16356797,11.26185185,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.43694
YOLKEQ,C(C(=O)O)C(=O)O,Co,6.5,31.08374443,-5.884297521,-61.68595041,0,25.94444444,-87.16666667,-221.0698163,71.43784074,-166.8862228,-51.03945649,3.333150413,-2.49472335,5.43553719,-7.537190083,7.201228534,23.35832815,6.420821623,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.07796
YOPNUO,C1C(C(CC(C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Cd,8.312169312,129.9245805,18.65777778,-86.12444444,33.92888889,88.12444444,-51.38,143.4043776,226.8813416,-324.1468684,135.30702,-6.284264,-13.44159115,-0.973888889,0.317777778,1.340857002,0.962724538,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.02016
YOPPAW,C1C(C(CC(C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Cd,8.312169312,129.9245805,18.65777778,-86.12444444,33.92888889,88.12444444,-51.38,143.4043776,226.8813416,-324.1468684,135.30702,-6.284264,-13.44159115,-0.973888889,0.317777778,1.340857002,0.962724538,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.1375
YOQPIE,C(CC(=O)O)C(=O)O,Cd,17.63333333,82.01363063,4.816326531,-69.40816327,5.897959184,37.64965986,-60.76927438,396.3788525,-224.7112336,-249.9676208,98.47365813,-2.263012245,-2.150515384,-0.816326531,5.369387755,4.64666622,23.35832815,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.08308
YORKAS,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Cu,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,29,63.55,140,4.48,6.7,119,7.726,8.933,0.07546
YORKOG,C(C(=O)O)C(=O)O,Ni,6.5,31.08374443,-5.884297521,-61.68595041,0,25.94444444,-87.16666667,-221.0698163,71.43784074,-166.8862228,-51.03945649,3.333150413,-2.49472335,5.43553719,-7.537190083,7.201228534,23.35832815,6.420821623,0,0,28,58.693,163,4.4,6.8,112,7.64,8.912,0.16678
YOSCUG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,28,58.693,163,4.4,6.8,112,7.64,8.912,0.1969
YOTXOW,C1=C(C=C(N=C1C(=O)O)C(=O)O)C(=O)O,Al,7.944444444,157.1841181,6.68,-39.6,-62.56,39.07,-15.14583333,417.8049655,3.527552112,-92.9858629,-94.40287725,-3.90182,4.395035194,-1.097142857,1.613333333,2.719416004,85.43943289,11.38785599,0,1.577592593,13,26.981538,184,3.23,8.3,42,5.986,2.7,0.17464
YOYVAL,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Fe,3.515151515,262.0000918,-9,-3,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,0,34.16356797,11.26185185,26,55.84,194,4.06,8.4,15,7.902,7.874,0.35958
YOZROW,C1=CN=C(C=N1)C(=O)O,Co,5.296296296,77.46190551,-7.893491124,-10.73372781,8.544378698,10.31492439,-0.593030901,-12.76078418,-58.33805251,-88.37545569,29.00710386,0.007144379,6.865841642,-0.598478445,-0.780407627,-2.877060652,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.12022
YUBGIN,C1=CC(=CC(=C1)C(=O)O)C(=O)O,U,5.956521739,122.4808275,8.061728395,-24.37037037,-14.81481481,33.38957476,-5.769547325,128.7722934,4.396809432,-139.4970291,56.05095496,-2.387660494,-13.6613542,-1.152006173,0.402039721,0.602016249,75.66463763,0,0,5.195555556,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.31194
YUBGOU,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.27184
YUBGUZ,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,U,7.862068966,106.0322075,9.01,-33.17,13.5,36.64555556,-16.68555556,235.4877128,-522.9619364,4.290158193,-355.2791089,-1.7113,-16.76817217,-0.12,0.445172414,4.203716805,69.38641121,0,0,3.46287037,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.30876
YUBHAG,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,U,10.64102564,114.5120855,-0.872576177,-39.95567867,4.653739612,32.07910126,-26.71899046,341.0205921,-395.2272923,-82.49993911,-171.0374962,-2.251463989,-15.36591958,-0.159510619,1.383336885,1.746852814,76.06475325,5.749511833,5.749511833,2.938425926,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.52046
YUBQET,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.3076
YUCZOM,C1=CN=CC=C1C2=CC=NC=C2,Fe,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,26,55.84,194,4.06,8.4,15,7.902,7.874,0.22006
