code,SMILES,Metal,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Density
SANLOK,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.4559
SANLUQ,C(=O)O,Ni,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,28,58.693,163,4.4,6.8,112,7.64,8.912,1.5575
SANMEB,C(=O)O,Zn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.56362
SAQCIZ,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Pb,5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,82,207,202,3.9,6.8,34,7.417,11.342,2.29107
SAQQAD,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Tb,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,65,158.92535,221,3.1,25.5,112,5.864,8.23,0.934162
SAQQEH,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Ho,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,67,164.93033,216,3.1,23.6,33,6.022,8.8,0.949266
SAQQIL,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Er,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,68,167.26,235,3.1,22.7,30,6.108,9.07,0.953152
SAQQOR,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Y,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,39,88.90584,219,3.19,22.7,30,6.217,4.47,0.812988
SARGID,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Fe,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,26,55.84,194,4.06,8.4,15,7.902,7.874,1.34459
SARGOJ,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Fe,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,26,55.84,194,4.06,8.4,15,7.902,7.874,4.44852
SARGUP,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Fe,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,26,55.84,194,4.06,8.4,15,7.902,7.874,1.37569
SARHAW,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Fe,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,26,55.84,194,4.06,8.4,15,7.902,7.874,3.98137
SARHEA,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Fe,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,26,55.84,194,4.06,8.4,15,7.902,7.874,2.24948
SARMEE,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Eu,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,63,151.964,233,3.1,27.7,83,5.67,5.24,1.79579
SARMII,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Gd,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,64,157.2,237,3.1,23.5,13,6.15,7.9,1.81205
SARMOO,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Eu,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,63,151.964,233,3.1,27.7,83,5.67,5.24,1.53217
SARMUU,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Yb,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,70,173.05,242,3.1,21,-2,6.254,6.9,1.64122
SARSUC,C1CN2CCN1CC2,Ni,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,28,58.693,163,4.4,6.8,112,7.64,8.912,0.670508
SARTAJ,C1CN2CCN1CC2,Ni,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,28,58.693,163,4.4,6.8,112,7.64,8.912,0.677116
SARTEN,C1CN2CCN1CC2,Ni,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,28,58.693,163,4.4,6.8,112,7.64,8.912,0.693255
SARTIR,C1CN2CCN1CC2,Ni,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,28,58.693,163,4.4,6.8,112,7.64,8.912,0.841822
SATNOR01,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Co,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,27,58.93319,192,4.3,7.5,64,7.881,8.86,2.51232
SATNOR02,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Co,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,27,58.93319,192,4.3,7.5,64,7.881,8.86,4.26677
SEDLAP,C(=C/C(=O)O)\C(=O)O,Sm,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,62,150.4,229,3.1,28.8,16,5.644,7.52,2.28248
SEDLAP01,C(=C/C(=O)O)\C(=O)O,Sm,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,62,150.4,229,3.1,28.8,16,5.644,7.52,2.26965
SEFSEC,C1=CC(=C(N=C1)C(=O)O)C(=O)O,Cd,9.851851852,7.432098765,162.6584682,180.1901742,11.84775087,-1.429065744,126.9411765,-44.73731774,-290.48802,-316.4595498,-2.092188581,2.446837679,-0.730744585,-1.265081992,-0.475842625,38.72707241,4.373896611,33.19105079,6.833332039,0.478,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.45267
SEHXIN,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Eu,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,63,151.964,233,3.1,27.7,83,5.67,5.24,1.63615
SENWAL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.15896
SERKAC,C1=C(C=NC=C1C(=O)O)C(=O)O,Er,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,68,167.26,235,3.1,22.7,30,6.108,9.07,2.9462
SERKEG,C1=C(C=NC=C1C(=O)O)C(=O)O,Y,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,39,88.90584,219,3.19,22.7,30,6.217,4.47,2.00593
SETQAL,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,1.31307
SETQEP,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,1.29869
SETQEP,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,1.29869
SETQIT,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,1.31505
SETQOZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,0.989728
SETQUF,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,0.99237
SEVBUT,C1=CN=CC=C1C2=CC=NC=C2,Cd,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.3837
SEYNAM,C(C(=O)O)C(=O)O,Cu,12.1,17.63333333,169.2598927,184.917652,-5.884297521,-61.68595041,102.9090909,-187.8921326,119.1619995,-51.03945649,0.298513223,0,5.43553719,-7.537190083,9.080991736,36.77743156,2.941452669,24.35835579,6.707444038,-0.4543,29,63.55,140,4.48,6.7,119,7.726,8.933,1.21074
SEYQIW,C(=O)(C(=O)O)O,Zn,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.03265
SEZZEF,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Zn,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.29725
SICQUT,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Co,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.42564
SIGLUS,C1=C(SC(=C1)C(=O)O)C(=O)O,Mn,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.48985
SIGMED,C1=C(SC(=C1)C(=O)O)C(=O)O,Mn,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.31313
SIGNUU,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.17238
SIJMOQ,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Ni,14.67741935,7.621863799,161.4354329,173.4686422,14.47187929,-47.52263374,186.2962963,22.3721335,-464.8263434,-788.6968901,1.011665844,21.24453304,-0.307270233,0.745333095,-0.537855657,32.44800974,10.32143996,27.98658984,17.14658068,0.1776,28,58.693,163,4.4,6.8,112,7.64,8.912,1.39383
SIKYER,C1=CC(=CC=C1C(=O)O)C(=O)O,Eu,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,63,151.964,233,3.1,27.7,83,5.67,5.24,1.4058
SINTIV,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Ni,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,28,58.693,163,4.4,6.8,112,7.64,8.912,1.05926
SIQTEU,C1=CN=CC=C1C2=CC=NC=C2,Zn,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.67182
SIRBIG,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.24068
SIRBIG01,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.23062
SIRBIG03,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.26005
SIRBIG04,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.25291
SIRBIG05,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.2352
SIRBIG07,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.13951
SIRVAT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,1.30733
SIVQAR,C1=CN=CC=C1C(=O)O,Cd,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.70404
SIVVAW,C1=CN=CC=C1C(=O)O,Cd,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.60763
SIWGUB,C1CC(CCC1C(=O)O)C(=O)O,Cu,1.696969697,3.612794613,165.632159,174.4275962,22.55555556,-37.47222222,203.3333333,-400.4185127,-402.6188913,279.5326761,-0.268666667,1.312761789,-1.164141414,-0.858585859,-1.482323232,46.38898917,3.190896767,22.74207534,6.827180347,0.962,29,63.55,140,4.48,6.7,119,7.726,8.933,1.49318
SIWHOY,C1=CN=CN1,Co,0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.20767
SIZGEO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.80677
SIZGIS,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.28748
SOBDOF,C1=C(C=NC=C1C(=O)O)C(=O)O,Mn,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.82185
SOCVUC,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cd,5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.46099
SODXUG,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Co,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.52102
SODYAN,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.53952
SODZIV,C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O,Cd,3.333333333,4.016460905,165.6618053,177.8265536,19.7037037,-67.62962963,238.6666667,-616.4685823,-59.66304156,341.5998015,5.706592593,10.99426723,-0.946502058,0.549382716,-1.555555556,44.14566778,4.585490377,24.84904209,10.25825415,0.2727,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.37538
SOFJOO,C1=C(SC(=C1)C(=O)O)C(=O)O,Cd,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.75732
SOGWIV,C(=O)(C(=O)O)O,Cd,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.4831
SOHMEI,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.19399
SOHMIM,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.23579
SOHMUY,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.608599
SOHNAF,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.17605
SOHNEJ,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.18471
SOKKAH,C1=CN=CC=C1C2=CC=NC=C2,Cu,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,0.920381
