code,SMILES,Metal,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Density
RIZNIY01,C(=C/C(=O)O)\C=C\C(=O)O,Cu,4.5,5,163.2548245,169.1825683,1.3125,-34.875,135.75,-133.6042903,10.2500609,9.583532402,-1.23140625,2.142741284,-0.421875,-0.78125,-0.196875,42.71128639,2.83550119,23.390875,6.757084721,0.268,29,63.55,140,4.48,6.7,119,7.726,8.933,1.30742
ROBYUE,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.49894
ROBZAL,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.999556
ROCZIU,C1=CN=CC=C1C(=O)O,Cd,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.35663
ROFREL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Bi,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,83,208.9804,207,4.69,7.4,91,7.289,9.807,1.5162
ROFREL01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Bi,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,83,208.9804,207,4.69,7.4,91,7.289,9.807,1.50624
ROGLOP,C1=CN=CC=C1C(=O)O,Ni,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,28,58.693,163,4.4,6.8,112,7.64,8.912,1.33171
ROHKOR,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Th,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,90,232.038,237,3.2,32.1,113,6.08,11.72,1.76513
ROJNEJ,C1(=C(C(=O)C1=O)O)O,V,7.5,14.16666667,161.8817872,169.7560012,1.28,9.88,65.6,-216.6322378,-82.63378003,103.2881151,0,0,-2.76,-0.76,-4.31,30.19776182,11.33441226,26.48298308,6.908609699,-1.3062,23,50.9415,179,3.6,12.4,51,6.746,6,1.69461
RONSIY,C1=CN=CC=C1C2=CC=NC=C2,Cu,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,1.27089
ROSZIL,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.47912
ROSZOR,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.55824
ROWVOQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.32095
ROWVUW,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.42715
RUBTAK01,C1=CC(=CC=C1C(=O)O)C(=O)O,Zr,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,40,91.22,186,3.64,17.9,41,6.634,6.52,1.19829
RUBTAK02,C1=CC(=CC=C1C(=O)O)C(=O)O,Zr,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,40,91.22,186,3.64,17.9,41,6.634,6.52,1.23541
RUFRIV,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.47189
RUFTET,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.32563
RUFZID,C1=CC(=CC=C1C(=O)O)C(=O)O,Cu,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,29,63.55,140,4.48,6.7,119,7.726,8.933,0.850794
RUGJIO,C(=O)O,Sm,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,62,150.4,229,3.1,28.8,16,5.644,7.52,2.02141
RUGJOU,C(=O)O,Ho,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,67,164.93033,216,3.1,23.6,33,6.022,8.8,2.21063
RUGJUA,C(=O)O,Tm,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,69,168.93422,227,3.1,21.8,99,6.184,9.32,2.27098
RUGKAH,C(=O)O,Lu,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,71,174.9668,221,3.1,21.9,33,5.426,9.84,2.3372
RUGPEQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.65614
RUHCED,C1=CC(=CC=C1C(=O)O)C(=O)O,Ga,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,31,69.723,187,3.2,8.1,41,5.999,5.91,1.22419
RUJREW,C(=O)(C(=O)O)O,Tb,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,65,158.92535,221,3.1,25.5,112,5.864,8.23,1.68108
RUJRIA,C(=O)(C(=O)O)O,Dy,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,66,162.5,229,3.1,24.5,34,5.939,8.55,1.66082
RUPDEO,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Cd,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.15763
RUPFAM,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Cd,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.57807
RUPRUQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Ti,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,22,47.867,187,3.45,14.6,8,6.828,4.5,0.820346
RUPVAB,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.99017
RURQEB,C1=NC=NN1,Zn,0,1,180.2577321,169.7560012,-17.75,-13.75,60,-169.0754127,112.793618,0,0,0,6.25,0.983015531,12.25,37.55963231,-6.221649491,25.648125,0,-0.1953,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.85465
RUYJUR,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Ag,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,47,107.868,172,4.44,7.9,126,7.576,10.501,1.78675
RUYQIN,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,2.0202
RUYQIN01,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.30355
RUYQIN02,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.50966
RUYQIN03,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.50567
RUYQOT,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,2.851
RUYTIQ,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.41987
RUYTOW,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.43717
RUYTUC,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,La,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,57,138.9055,240,3.1,31.1,45,5.577,6.15,2.73864
RUYVAK,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Ce,5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,58,140.116,235,3.1,29.6,635,5.539,6.77,2.11042
SABVOH,C1=CC(=CC=C1C(=O)O)C(=O)O,Al,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,13,26.981538,184,3.23,8.3,42,5.986,2.7,1.01878
SABVOH,C1=CC(=CC=C1C(=O)O)C(=O)O,Al,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,13,26.981538,184,3.23,8.3,42,5.986,2.7,1.01878
SABVUN,C1=CC(=CC=C1C(=O)O)C(=O)O,Al,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,13,26.981538,184,3.23,8.3,42,5.986,2.7,0.974234
SACHIP,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Zn,5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.48946
SADLEQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Nd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,60,144.24,229,3.1,31.4,185,5.525,7.01,1.5822
SADLIU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Yb,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,70,173.05,242,3.1,21,-2,6.254,6.9,1.77747
SADLOA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Nd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,60,144.24,229,3.1,31.4,185,5.525,7.01,1.5426
SADMOB,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,1.12118
SADMUH,C1=CC(=CC=C1C(=O)O)C(=O)O,Fe,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,26,55.84,194,4.06,8.4,15,7.902,7.874,0.983729
SAGZUW,C(=O)(C(=O)O)O,Fe,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,26,55.84,194,4.06,8.4,15,7.902,7.874,1.52916
SAHBAF,C(=O)(C(=O)O)O,Fe,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,26,55.84,194,4.06,8.4,15,7.902,7.874,1.55745
SAHBEJ,C(=O)(C(=O)O)O,Fe,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,26,55.84,194,4.06,8.4,15,7.902,7.874,1.54514
SAHYIK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.604715
SAHYOQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.589709
SAHYOQ02,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.589088
SAHYOQ03,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.591689
SAHYOQ04,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.589511
SAHYOQ05,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.589511
SAJKUM,C1=CC(=NC(=C1)C(=O)O)C(=O)O,Pr,7.76,6.057777778,162.6584682,176.0619818,13.90657439,-8.252595156,126.9411765,-63.50144333,-161.7554009,-163.806042,1.546957093,4.96450468,-1.603598616,-0.684775087,-2.121245675,38.72707241,4.373896611,31.24464174,6.828547389,0.478,59,140.90766,239,3.1,28.2,93,5.464,6.77,1.88757
SAJLAT,C1=CC(=NC(=C1)C(=O)O)C(=O)O,Nd,7.76,6.057777778,162.6584682,176.0619818,13.90657439,-8.252595156,126.9411765,-63.50144333,-161.7554009,-163.806042,1.546957093,4.96450468,-1.603598616,-0.684775087,-2.121245675,38.72707241,4.373896611,31.24464174,6.828547389,0.478,60,144.24,229,3.1,31.4,185,5.525,7.01,1.92615
SAJLEX,C1=CC(=NC(=C1)C(=O)O)C(=O)O,Sm,7.76,6.057777778,162.6584682,176.0619818,13.90657439,-8.252595156,126.9411765,-63.50144333,-161.7554009,-163.806042,1.546957093,4.96450468,-1.603598616,-0.684775087,-2.121245675,38.72707241,4.373896611,31.24464174,6.828547389,0.478,62,150.4,229,3.1,28.8,16,5.644,7.52,1.97967
SAKCIT,C(=C/C(=O)O)\C=C\C(=O)O,Co,4.5,5,163.2548245,169.1825683,1.3125,-34.875,135.75,-133.6042903,10.2500609,9.583532402,-1.23140625,2.142741284,-0.421875,-0.78125,-0.196875,42.71128639,2.83550119,23.390875,6.757084721,0.268,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.2496
SAKDAM,C1=CC(=NC(=C1)C(=O)O)C(=O)O,Eu,7.76,6.057777778,162.6584682,176.0619818,13.90657439,-8.252595156,126.9411765,-63.50144333,-161.7554009,-163.806042,1.546957093,4.96450468,-1.603598616,-0.684775087,-2.121245675,38.72707241,4.373896611,31.24464174,6.828547389,0.478,63,151.964,233,3.1,27.7,83,5.67,5.24,1.99525
SAKDAM01,C1=CC(=NC(=C1)C(=O)O)C(=O)O,Eu,7.76,6.057777778,162.6584682,176.0619818,13.90657439,-8.252595156,126.9411765,-63.50144333,-161.7554009,-163.806042,1.546957093,4.96450468,-1.603598616,-0.684775087,-2.121245675,38.72707241,4.373896611,31.24464174,6.828547389,0.478,63,151.964,233,3.1,27.7,83,5.67,5.24,1.99701
SAKDEQ,C1=CC(=NC(=C1)C(=O)O)C(=O)O,Gd,7.76,6.057777778,162.6584682,176.0619818,13.90657439,-8.252595156,126.9411765,-63.50144333,-161.7554009,-163.806042,1.546957093,4.96450468,-1.603598616,-0.684775087,-2.121245675,38.72707241,4.373896611,31.24464174,6.828547389,0.478,64,157.2,237,3.1,23.5,13,6.15,7.9,2.03043
SALBOX,C1=CC(=NC=C1C(=O)O)C(=O)O,Fe,6.888888889,6.798353909,162.6584682,163.8190406,3.847750865,-26.19377163,126.9411765,-269.8647312,-303.5552589,176.0706254,0.429416955,0.813658439,-1.654491862,-0.142050628,-2.654491862,38.72707241,4.373896611,33.19105079,6.827180347,0.478,26,55.84,194,4.06,8.4,15,7.902,7.874,1.47932
SALXEL,C1=C(OC(=C1)C(=O)O)C(=O)O,Zr,8.947368421,7.286549708,161.8462116,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-2.397660819,-0.222222222,-3.485380117,36.02428161,4.74857481,31.31628492,8.826741248,0.676,40,91.22,186,3.64,17.9,41,6.634,6.52,1.10349
SALXIP,C1=C(OC(=C1)C(=O)O)C(=O)O,Ce,8.947368421,7.286549708,161.8462116,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-2.397660819,-0.222222222,-3.485380117,36.02428161,4.74857481,31.31628492,8.826741248,0.676,58,140.116,235,3.1,29.6,635,5.539,6.77,1.17906
SALZAH,C1N2CN3CN1CN(C2)C3,Cd,0.16,1.37,173.8517369,184.917652,-32.08264463,-14.87603306,161.4545455,-2132.365294,1343.731288,-645.1347763,0.739130579,0,-0.284297521,-0.79338843,1.330247934,44.68381928,-8.206706873,12.88455021,0,-1.0198,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.56546
SAMVEK,CC(=O)O,Mn,0,1,170.5202365,169.7560012,1,-48,76,-185.0902213,109.2563761,0,0,0,4,0.983015531,9,40.72487636,-6.432994383,21.92038417,3.244016936,0.0909,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.980713
