mof,AATS8Z,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,AATSC0m,AATSC7i,GATS3c,GATS8c,GATS4dv,GATS1p,SpMAD_Dzm,MINdO,AETA_eta_FL,ZMIC1,piPC10,GGI10,Diameter,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
IYOQIY_clean,4.428571429,-5.028355388,1.086956522,1.472589792,1.202944254,-2.645019533,19.84880231,31.69362049,0.968300511,0.620095338,0.636467201,1.145426288,0.731549479,5.188869902,10.84276644,0.302546051,35.92645673,6.136257968,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,1,120,72,0.105368
LALFEL_clean,15.0001605,-4,1,0,0.083798077,-0.18517998,-0.399467548,37.64590369,0.242079625,0.287748394,1.147085137,2.572289157,1.196257359,2.327434341,9.099537037,0.284161242,23,0,0,3,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,120,72,0.515746
LAWHUP_clean,8,-0.20498615,-4.864265928,3.202216066,-0.149780487,-0.539061521,-6.540724608,50.36636425,0.314968483,0.817299362,3.653073909,1.150755243,0.867614599,4.281380861,10.78345002,0.283139081,37.08213857,6.336535313,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.260847
NORJEL_clean,10.5,-4.444444444,0.666666667,1.333333333,-0.31398036,-1.116558424,-6.610022165,31.25523869,-0.746347451,0.968377985,1.84926662,0.821428571,0.948118518,5.191873355,10.85259827,0.323814601,38.19998711,6.305818978,0,9,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,120,72,0.116763
RUVBOB_clean,26.8,-5.176870748,0.544217687,1.233560091,-0.12508685,-1.576500935,-4.344610868,33.42286878,-1.278798976,0.718681007,1.796352953,1.078658184,0.969457309,4.678071273,10.56724143,0.316392887,31.21928988,5.88556135,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.223459
TEJLOL_clean,15.0001605,-0.44,-5.6,0,-0.101883533,-1.052168183,-16.40572396,32.66933622,0.242079625,0.973132561,1.147085137,1.303651685,0.950457428,2.659159659,10.85259827,0.329524267,23.38063809,0,0,4,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.347136
TETZID_clean,1,-2.973333333,-3.382222222,0.537777778,1.530571154,-5.553225414,6.476948229,63.03764033,1.335610408,0.598416783,0,1.077299221,0.635053582,3.402785684,10.25434335,0.260281625,32.07349969,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,11,120,72,0.144697
VAQSEO_clean,11.5,-3.733727811,-0.875739645,1.633136095,-0.027372317,-2.052025846,-8.312065972,31.77235782,0.102093143,0.716186212,1.366698392,0.868923611,0.889532377,5.103988343,10.85259827,0.32071265,36.35919042,6.933575305,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,14,120,72,0.0944517
HEKTUO01_clean,17.21621622,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,34.41735606,-0.191765517,0.584430417,1.310212044,1.096593616,0.767996269,6.68837105,10.78016156,0.29713132,58.98832991,7.293283376,0,10,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,120,96,0.11684
JUSBAC_clean,15.0001605,-1.729591837,-1.556122449,0,0.357059162,-1.116968676,11.32940469,31.82807435,0.242079625,0.787094276,1.147085137,1.416885965,0.759296873,2.459877526,10.85259827,0.318391944,23.70527276,0,0,4,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,96,0.127523
NEVJEF_clean,18.45945946,-2.522460938,-5.137695313,9.372070313,0.809720156,0.19372622,-1.844656586,38.30275865,-0.08543964,0.666454711,1.357879719,0.869173702,1.025315697,6.547478632,10.76613914,0.277435959,47.75460508,5.210851341,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,72.106,66,7.6,0.46,0,1,0.28,14,120,96,0.147082
JUNBUR_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,130,48,0.494321
QARTEK_clean,17.88297872,0.855308642,0.909135802,-11.78320988,0.019058873,1.307309713,-13.50439304,37.3486545,-0.178221109,1.026282187,1.135364906,0.854329937,0.992897464,7.20614354,11.52004432,0.27019134,50.11673617,8.509093682,0.086623814,12,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,130,72,0.0648591
BOPHEV_clean,22.42222222,-3.838842975,-2.785123967,-2.623966942,2.282016785,-2.125547993,13.74204495,33.70724648,-0.182484207,0.602766884,1.322916161,0.988332885,0.747661416,8.186355126,11.2460996,0.297782155,84.40329645,8.267858053,0.099173554,13,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,11,130,144,0.0571671
BOPHIZ_clean,22.42222222,-3.838842975,-2.785123967,-2.623966942,2.282016785,-2.125547993,13.74204495,33.70724648,-0.182484207,0.602766884,1.322916161,0.988332885,0.747661416,8.186355126,11.2460996,0.297782155,84.40329645,8.267858053,0.099173554,13,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,11,130,144,0.328107
SEFSOM_clean,1,-5.181818182,0.785123967,1.58677686,-0.054221117,-3.440589407,4.280932788,55.6760607,0.998475747,0.607612301,0.02105117,1.237112221,1.331203655,4.271580499,10.58553855,0.282315384,38.13194901,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,140,72,0.192362
COWXOC_clean,13.45,-0.138117284,-2.729938272,4.24691358,-0.353285797,-0.942142449,-12.79946437,30.61058458,-0.429812984,0.945432201,0.623321006,1.016510462,0.904905121,6.551509654,10.85259827,0.329414924,51.57777988,8.111555412,0,10,48,112.411,158,4.33,7.2,-70,8.994,8.69,32.042,64.7,32.7,-0.77,1,1,0.32,,140,75,0.150186
FONKEA_clean,19.42857143,-5.222684703,-2.112382934,-1.443288241,1.573870615,-2.069855859,9.44104643,34.41735606,-0.079051838,0.610572535,1.924033478,1.129823726,0.767996269,6.583691925,10.79550049,0.297889398,58.98832991,7.087586759,0,10,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,150,36,0.0981555
LIVLUZ_clean,27,-4.414965986,-0.036281179,-0.870748299,-0.12508685,-1.609048127,-4.344610868,33.42286878,0.055671452,0.693218345,2.136518191,1.196082311,0.969457309,4.648136208,10.56396211,0.315220718,28.25737307,5.88556135,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,150,72,0.307575
PELXIP_clean,5,-3.76,-0.56,0.32,0.803525383,-1.945643357,18.04249003,32.44251189,1.035628928,0.665297794,1.110652004,1.14624768,0.758576942,4.528243862,10.6608768,0.311024131,29.52270252,5.731873777,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,150,72,0.0901308
TOFLAD_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,150,96,0.143488
IPIHIA_clean,14.2,-4.835555556,0.56,2.133333333,-1.16885684,-3.151299988,-15.1513442,33.2072028,-0.01292534,0.711179395,1.177910295,0.812577833,1.145790233,5.964798929,10.85259827,0.305134963,38.3617684,6.561340024,0,9,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,160,48,0.136785
IZEBEV_clean,19.89583333,-8.367346939,0.653061224,-4.224489796,1.083259138,-4.81750639,6.151765703,35.83939972,0.402729172,0.726049595,0.712211398,1.072589862,0.896396749,7.836275367,10.75174609,0.292605505,53.46764234,6.572020271,0.152739516,12,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,60,0.0288469
AVESAW_clean,15.0001605,-0.703125,0.390625,0,-0.448363995,-0.179024688,-9.186189497,35.48540873,0.242079625,0.609603409,1.147085137,0,1.265935633,1.333620176,10.85259827,0.344273126,17,0,0,2,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,72,0.0413049
JUNBOL_clean,21.23255814,-6.9375,-0.625,2.4375,1.118014026,-2.893929541,6.336793735,34.72748256,-0.146183517,0.781320264,0.875836713,1.199260648,0.852835332,7.023924528,10.73843602,0.299480196,55.60631403,7.008406285,0.156922763,11,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,0.116801
LIJXEI_clean,15.0001605,-1.375,0.1875,0,-0.269355152,0.093114296,-1.72572184,44.21852025,0.242079625,1.297958969,1.147085137,0,1.621359339,1.668149672,9,0.239157856,12.46691719,0,0,2,48,112.411,158,4.33,7.2,-70,8.994,8.69,46.068,78.2,24.5,-0.31,1,1,0.3,14,160,72,0.0609001
PEWKOT_clean,13.45454545,-0.3136,-7.8528,3.5872,0.826957398,-1.172998148,0.4371005,34.18868896,-0.364080329,0.66723153,1.193003086,0.886524823,0.829208687,5.288279057,10.82502299,0.303820544,36.9073031,6.503316987,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,41.052,81.6,37.5,-0.34,0,1,0.26,11,160,72,0.114901
SIVWUR_clean,18,-7.017531045,0.569758948,-7.102264427,1.103211116,-3.495574228,4.432819452,32.93368441,0.394824123,0.597723781,0.918283905,1.03663828,0.798815662,7.526719146,11.10297026,0.308499091,60.97575045,7.840356026,0.107540047,12,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,72,0.0826221
TIKMEH_clean,15.0001605,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,31.17136264,1.924855082,0.904965454,1.147085137,0.891739675,0.9398942,3.991975457,10.85259827,0.336279042,31.98506523,5.731873777,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,72,0.1520232
TIXCIO_clean,12,-4.933884298,4.462809917,5.082644628,-0.029302599,-2.809731208,-13.35763273,31.51200288,-0.011967885,0.7021299,1.257552628,0.776045939,0.885571271,6.056570012,10.85259827,0.318909695,47.05763043,7.869076139,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,32.042,64.7,32.7,-0.77,1,1,0.32,,160,72,0.657546
YOQYOT_clean,8,-5.111111111,0.888888889,1.777777778,0.82618979,-2.226927701,4.879682183,36.15315736,0.291639412,0.64561009,3.762916526,1.380681818,0.825533373,4.356591063,10.33465372,0.298157506,33.93016113,0,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,11,160,72,0
KUQWIE_clean,31.92307692,-7.25,-3.25,-0.25,-1.195021039,0.881768426,-7.910816424,60.02937937,-0.15064778,0.746895591,0.291571029,0.785163948,1.706536031,5.232436725,10.57418741,0.151141462,28.72712001,0,0,8,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,11,160,96,0.0476683
QATXIU_clean,5.5,4.643598616,-9.100346021,21.14186851,1.998875051,0.263099831,11.87713613,34.06980826,0.131474443,0.61755361,1.799260084,0.914555921,0.751449586,6.238220767,11.44442224,0.295515889,67.86342603,7.293283376,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,11,160,96,0.269847128
GISZUF_clean,12.05263158,-1.625,-6.75,9.5,-0.194574788,-0.623586522,-10.10981226,31.25523869,-0.494671803,0.766370218,1.498469063,0.78708134,0.931470952,7.895822744,10.85259827,0.2910788,67.37243335,7.868349936,0,10,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,170,24,0.1828296
TAYNEN_clean,14.71428571,-4.714625446,-1.868014269,-1.136741974,-0.322748633,-1.396955745,-7.034199815,31.94871591,0.258288468,0.838828755,0.810257748,0.867817618,1.057908086,6.520667727,10.85259827,0.275123094,33.8842467,5.432902891,0,10,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,170,96,0.140187
PIGXAF_clean,15.0001605,-4,1,0,0.083798077,-0.18517998,-0.399467548,37.64590369,0.242079625,0.287748394,1.147085137,2.572289157,1.196257359,2.327434341,9.099537037,0.284161242,23,0,0,3,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,170,168,0.0906989
DOKHUH_clean,1,7.68,-30.72,4.32,1.115356217,0.123885516,6.587570947,38.62129944,0.686023711,0.666881432,0.524977299,1.152989822,0.986002272,5.162276944,11.11767196,0.254676666,45.54952267,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,180,72,0.0929696
AQIQAU_clean,16.625,-8.364839319,5.444234405,3.206049149,1.055009632,-2.351118815,1.994416153,32.14981842,-0.052073759,0.651485792,0.746039238,1.098346018,0.807614692,8.691700248,11.13906793,0.311991486,72.20558505,8.568545547,0.214876033,14,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,180,96,0.630557
XIFLOP_clean,1,1.4375,-9.645833333,4.083333333,0.210750958,-1.656863809,-5.160408301,39.33747458,0.287372941,0.690023168,0.671915989,0.90317965,1.158078964,4.748285008,10.61630385,0.232373751,28.40716496,0,0,6,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,180,120,0
MALWUU_clean,6.6,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,33.54745824,0.545881603,0.654480144,2.065628301,1.043013891,0.767698689,5.365693136,10.77848781,0.288201079,54.15839793,0,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,180,168,0.0710817
AXOHIE_clean,15.0001605,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,31.17136264,1.924855082,0.904965454,1.147085137,0.891739675,0.9398942,3.991975457,10.85259827,0.336279042,31.98506523,5.731873777,0,7,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,200,96,0.0928948
EBUREA_clean,20.57446809,-8.87755102,-0.775510204,-4.734693878,1.791174125,-4.778806661,16.41264099,35.61333362,0.500698689,0.677665944,0.742314384,1.097246476,0.78691233,7.790855942,10.74696293,0.296042899,55.79225258,6.572020271,0.152739516,12,25,54.93805,197,3.72,9.4,-50,7.434,7.3,18.015,100,78.5,-1.38,1,1,0.82,14,65,48,0.24078
LELROL_clean,15.66486486,-22.14764738,-6.521903732,38.97133586,3.019317304,-12.19088694,84.26397486,31.929859,-0.245048412,0.565063385,0.950699321,0.803087244,0.791090125,12.60527208,10.85259827,0.259042096,102.0698487,9.096650121,0.411337619,16,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,70,192,0.825546
DOZCEC_clean,25.65944272,-9.748438151,-22.45231154,-50.15660142,3.206047592,-2.205445346,79.72812743,29.10705007,-0.063111974,0.981956045,0.517128556,0.981938365,0.702840879,13.15782125,10.85259827,0.30938247,141.7482565,10.34361214,0.946058565,22,25,54.93805,197,3.72,9.4,-50,7.434,7.3,101.147,177,9.2,-0.52,0,1,0.2,2,75,48,1.67652
ZUDQUM_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,0.397113
GOVWOF_clean,22.17241379,-19.9338843,-13.9338843,-9.309917355,3.980477694,-14.50862911,21.66615016,35.40367906,0.19018037,0.746812856,0.606470448,0.980764235,0.92065387,15.51832687,12.36371483,0.286015636,194.227792,8.909556174,2.304254668,17,25,54.93805,197,3.72,9.4,-50,7.434,7.3,101.147,177,9.2,-0.52,0,1,0.2,,80,72,0.77396
HUCFAO_clean,17.92307692,-0.852071006,-1.01183432,4.615384615,-1.18278519,-1.932030257,-28.75111707,40.56704961,-0.122359639,1.122523781,0.927758163,1.369892473,1.442963984,7.505265135,10.61388988,0.237696144,60.37816043,6.090036447,0,10,25,54.93805,197,3.72,9.4,-50,7.434,7.3,18.015,100,78.5,-1.38,1,1,0.82,,80,72,0.22941
VEZWEE_clean,13.5,-9.836734694,-0.816326531,0.897959184,-0.27275351,-1.569237618,-13.34932835,36.65282746,-0.029337542,0.75765487,0.978740553,0.983710909,1.185709924,9.959572737,10.78550647,0.204858571,44.16183662,4.65396035,0.14855627,15,25,54.93805,197,3.72,9.4,-50,7.434,7.3,32.042,64.7,32.7,-0.77,1,1,0.32,,80,72,0.257568
NAJQUN_clean,20.08,-5.838842975,-2.603305785,2.347107438,2.282016785,-2.125547993,13.74204495,33.70724648,-0.334895218,0.596829847,1.100075658,1.039234149,0.747661416,8.403559572,11.09619729,0.297782155,84.40329645,8.383661799,0.20650954,13,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,0.253914
DINNIZ_clean,8,-4.08,0.16,0.64,0.11351431,-0.330160924,0.597523727,41.58715809,0.171450057,0.729771116,4.452180051,1.052317655,1.401743748,5.542360436,9.896551871,0.179646536,27.48366657,0,0,7,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,90,24,0.29657
XOTSEG_clean,15.42857143,-8.330578512,-5.479338843,6.148760331,2.047565976,-2.597119185,12.40822483,32.23082152,-0.360992343,0.613098591,0.305680078,1.296155184,0.772284674,11.81782534,11.1948274,0.28940926,88.6658151,9.151909826,0.495255586,18,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,90,48,0.55656
MICDEJ_clean,22.31578947,-8.996755003,0.867495944,-0.261763115,0.970447044,-2.809104277,5.272419783,34.3077728,-0.121765129,0.933095118,0.948649828,1.198650852,0.882046866,8.961148329,10.91156635,0.303803226,73.00114984,7.673237656,0.264054688,16,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,95,72,0.270747
ZOFZUR_clean,19.42105263,-13.04252959,4.880547337,-10.97152367,1.648499865,-7.377608637,4.875110674,35.41291974,0.34709569,0.640407924,0.729604591,0.997073861,0.880337735,9.748114875,11.11172074,0.289589965,76.42445669,7.516807281,0.404652586,14,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,1,95,72,1.23626
UWOWAF_clean,17.85714286,-3.421487603,-3.05785124,-2.082644628,2.075104514,-4.526855908,9.125002874,72.24641008,-0.550603489,0.574049111,2.251376239,0.959944007,0.609613441,4.454130664,10.67872013,0.251326769,47.78332314,6.018745271,0,9,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,0.295714
CUKXIR_clean,6.6,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,33.54745824,0.545881603,0.654480144,2.065628301,1.043013891,0.767698689,5.365693136,10.77848781,0.288201079,54.15839793,0,0,7,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,2,100,72,0.185454
SAMVEK_clean,15.0001605,-1.375,0.1875,0,-0.269355152,0.093114296,-1.72572184,44.21852025,0.242079625,1.297958969,1.147085137,0,1.621359339,1.668149672,9,0.239157856,12.46691719,0,0,2,25,54.93805,197,3.72,9.4,-50,7.434,7.3,32.042,64.7,32.7,-0.77,1,1,0.32,2.4,100,144,0.491683
BINSAU_clean,17.6779661,-16.06616257,2.625708885,-7.950850662,2.587954934,-5.473522893,15.55713156,31.38006423,0.051225577,0.555863249,0.352520302,1.011741891,0.717445362,11.62585661,11.48174964,0.302319352,133.4277413,9.610258352,0.532292623,18,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,100,168,1.54003
ZOFZIF_clean,20.84615385,-8.870625,4.248125,-7.8075,1.786201207,-4.331350603,16.54885759,32.4525163,0.840867093,0.602516139,0.688420247,1.102738962,0.782215368,8.34116308,11.2391731,0.296858598,64.86058471,8.057125041,0.281195796,12,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,2.4,110,48,0.964974
HAPGIR_clean,15.0001605,-3.923875433,-0.44982699,0,0.773213643,-1.929407764,13.14231176,32.35069853,1.128680697,0.670548501,1.147085137,1.384342655,0.724490777,3.641620329,10.51178382,0.304539377,24.42162826,5.041962354,0,6,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.327471
QASTUC_clean,16.63366337,-4.019376181,-0.139886578,-1.285916824,-0.730916551,0.260705386,-18.01006405,30.3571851,-0.073534105,0.94933498,0.913864879,0.993265077,0.919622809,8.179886896,10.85259827,0.326620463,67.80018803,8.59101418,0.080393837,13,25,54.93805,197,3.72,9.4,-50,7.434,7.3,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.209966
IYEPUZ_clean,22.99557522,-17.10865078,-18.47626196,-5.161568775,4.311909722,-5.308584091,20.1683766,32.21957886,0.036291366,0.838516411,0.726391105,1.031332136,0.798137374,18.80162852,12.01939347,0.300118764,224.8728455,10.36002141,1.563987348,28,25,54.93805,197,3.72,9.4,-50,7.434,7.3,87.12,165,37.8,-0.77,0,1,0.25,,150,72,0.894758
XACSIG_clean,19.05376344,-11.89795918,3.591836735,-5.979591837,0.918600738,-6.757628009,4.9691695,35.57218737,0.200023334,0.836325204,0.887029951,1.042768695,0.937585548,10.4541081,10.91404509,0.293323165,69.69489581,7.209848633,0.2973166,18,25,54.93805,197,3.72,9.4,-50,7.434,7.3,18.015,100,78.5,-1.38,1,1,0.82,14,150,96,0.194878
YOFGOR_clean,1,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,36.15315736,1.084373818,0.633909222,0,1.278409091,0.825533373,4.157505902,10.38281557,0.298157506,33.93016113,0,0,6,25,54.93805,197,3.72,9.4,-50,7.434,7.3,101.147,177,9.2,-0.52,0,1,0.2,,150,120,0.249744
PUPXII01_clean,15.8,-4.159090909,-2.140495868,1.128099174,0.229400169,-0.119147668,-4.169784176,36.56628761,-0.250551671,0.764150288,1.366395311,0.972272586,1.022118539,5.228137286,10.16355694,0.295678203,21.59689974,3.840795496,0,8,25,54.93805,197,3.72,9.4,-50,7.434,7.3,18.015,100,78.5,-1.38,1,1,0.82,,160,72,0
VUQKAU01_clean,21.84615385,-7.265306122,0.326530612,1.265306122,1.136916934,-2.346142607,6.872833699,34.22076092,-0.462133623,0.599579258,1.695582929,1.18173913,0.787196274,6.393758078,10.70309043,0.302822927,51.05277609,7.087586759,0.066115702,11,25,54.93805,197,3.72,9.4,-50,7.434,7.3,87.12,165,37.8,-0.77,0,1,0.25,,161,480,0.3155828
PUWXAH_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,25,54.93805,197,3.72,9.4,-50,7.434,7.3,18.015,100,78.5,-1.38,1,1,0.82,14,220,72,0.1145
TANMIH_clean,21.97058824,-3.414151925,-10.0780437,2.296566077,0.612074662,-3.168686637,-5.460905775,35.37314304,0.056726303,0.636675014,1.284622198,0.958219113,0.94361216,6.944057447,10.73407981,0.291970104,42.26992099,6.899707356,0.066115702,11,27,58.9332,192,4.3,7.5,64,7.881,8.86,101.147,177,9.2,-0.52,0,1,0.2,,80,24,0.152614
HOVQAM_clean,19.2,-4.081632653,-2.734693878,-4.653061224,0.513592794,-1.472456029,2.179731276,31.257676,0.122867411,0.594087619,1.103955286,0.952879581,0.809684918,5.521858436,10.85259827,0.310052359,46.05096244,7.028796889,0,9,27,58.9332,192,4.3,7.5,64,7.881,8.86,18.015,100,78.5,-1.38,1,1,0.82,14,80,72,1.0051
KUHNEI_clean,6.6,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,33.54745824,0.545881603,0.654480144,2.065628301,1.043013891,0.767698689,5.365693136,10.77848781,0.288201079,54.15839793,0,0,7,27,58.9332,192,4.3,7.5,64,7.881,8.86,87.12,165,37.8,-0.77,0,1,0.25,,85,48,0.196327
YICGOI_clean,20.86111111,-6.715130341,-14.58478904,-19.24563289,-0.297960246,0.518794409,-12.13568424,30.26919466,0.371766541,1.219678523,0.665197014,1.049143193,0.875075544,10.50091656,10.85259827,0.324315753,97.38012052,8.625332655,0.197122743,16,27,58.9332,192,4.3,7.5,64,7.881,8.86,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,0.125878
LASWIN_clean,15.0001605,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,31.17136264,1.924855082,0.904965454,1.147085137,0.891739675,0.9398942,3.991975457,10.85259827,0.336279042,31.98506523,5.731873777,0,7,27,58.9332,192,4.3,7.5,64,7.881,8.86,73.0938,153,36.7,-1.01,0,1,0.22,,90,72,0.218563
OKIPOO_clean,20.48648649,-6.272846811,-3.509533202,-5.823800131,-1.092668595,-0.696515336,-21.09207344,32.78502561,0.077792448,1.220945081,1.544103963,1.031057127,1.041529231,7.865033661,10.85259827,0.303125634,47.66192043,7.281885582,0.063267014,14,27,58.9332,192,4.3,7.5,64,7.881,8.86,73.0938,153,36.7,-1.01,0,1,0.22,,90,72,0.0733695
AJAMEF_clean,12.64705882,-3.720570749,-1.562425684,1.774078478,-0.365224869,-1.299797455,-9.032675066,30.59609303,-0.56512376,0.792916795,0.835533149,0.885306305,0.912493336,5.754796795,10.85259827,0.332695223,47.71326716,7.338715523,0,10,27,58.9332,192,4.3,7.5,64,7.881,8.86,87.12,165,37.8,-0.77,0,1,0.25,,95,72,0.0751611
TILHAZ_clean,8,-4.08,0.16,0.64,0.11351431,-0.330160924,0.597523727,41.58715809,0.171450057,0.729771116,4.452180051,1.052317655,1.401743748,5.542360436,9.896551871,0.179646536,27.48366657,0,0,7,27,58.9332,192,4.3,7.5,64,7.881,8.86,46.068,78.2,24.5,-0.31,1,1,0.3,,100,24,0.484792
YODRAM_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,27,58.9332,192,4.3,7.5,64,7.881,8.86,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,0.4846141
