mof,AATS7d,AATS8d,AATS8m,AATS5p,ATSC2d,ATSC3p,AATSC6dv,AATSC2s,AATSC0Z,GATS3c,GATS2dv,GATS7m,GATS1se,SpMAD_Dzm,AXp-2dv,NaasC,AMID_h,piPC3,piPC10,GGI10,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
WOGHEG_clean,2.117647059,2,75.28839164,1.105080945,-5.223140496,-1.515820561,-0.615522817,1.197801882,7.702479339,0.652883673,0.707060401,1.471314046,0.842736034,5.448783023,0.144374002,2,0.486136975,3.974997805,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,24,1.24204
IYOQAQ_clean,1.826086957,1.4,12.301632,1.260931272,-4.202268431,-2.673623196,0.676414989,0.918638041,6.778827977,0.614703494,0.641969043,1.514069471,0.870791199,5.188869902,0.125790137,4,0.874794932,4.420345499,6.136257968,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,1.48751
QEBKUF_SL,4.186666667,3.639097744,72.6992599,1.658559455,-26.79041485,-7.747760706,0.272393916,0.634134031,6.812846268,0.548561846,0.743868425,0.831613431,0.760761705,15.43820815,0.145608703,28,0.282032604,6.309918278,10.34487969,2.771962045,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,0.68612
TEMPAE_clean,1.792792793,2.684210526,94.87615332,1.437155256,3.28,-2.933165746,-0.086785714,0.771650327,7.4475,0.629184222,0.715645882,0.286595644,0.761359767,6.655482771,0.164129112,8,0.310495203,4.705015521,7.245688501,0.066115702,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,0.807529
USORUR_clean,3.542857143,3.617647059,86.45903909,1.455570091,-11.03703704,-2.673287471,1.222222222,0.664836692,7.222222222,1.062981435,0.765399352,1.002344944,0.867390068,10.42691004,0.137683251,9,0.458417765,5.120983351,8.049880937,0.321395776,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,80,72,0.77718
ADASOP_clean,3.137931034,3.357142857,80.37975088,1.347492102,-15.1875,-10.71806864,-0.632415254,0.912704772,7.604166667,0.74745806,0.830693257,1.128632005,0.90156576,13.12421081,0.140179084,12,0.556975677,5.351858133,7.814626789,0.470156107,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,0.63164
WIJXIY_clean,3,2.217391304,81.87976074,1.285971831,-4.286989796,-2.443465544,0.857142857,0.831257991,6.989795918,0.666059994,0.646637443,0.725211463,0.841879378,5.543250238,0.137291325,2,0.471044844,4.861748513,8.400123329,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,85,16,0.475086
NATFAS_clean,1.363636364,1,13.1048064,1.019933571,-0.875,-1.434921216,0.506944444,1.653277052,7.243055556,0.654480144,0.492725163,1.481630328,1.055633456,5.365693136,0.121691767,4,0.761105362,4.359908829,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,1.34798
VIXTUT_clean,2.428571429,2,34.7672395,1.112561125,-4.875739645,-1.672150744,-0.132265924,-0.033015062,6.639053254,0.871357617,1.226361901,1.050228727,0.773148577,5.683142077,0.178384654,2,0.285574587,4.051784948,5.614495784,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,1.26832
WOPHIU01_clean,2.872727273,3.060606061,74.94710191,1.301582821,-10.75739645,-7.434777533,-0.797608707,0.850576062,7.610946746,0.755412542,0.828028324,1.176716944,0.880197689,10.97161813,0.142200838,8,0.523910495,4.995521656,7.224707884,0.206101418,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,1.35024
WOPHIU_clean,2.872727273,3.060606061,74.94710191,1.301582821,-10.75739645,-7.434777533,-0.797608707,0.850576062,7.610946746,0.755412542,0.828028324,1.176716944,0.880197689,10.97161813,0.142200838,8,0.523910495,4.995521656,7.224707884,0.206101418,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,85,72,1.36578
PUWDOA_clean,3.394736842,2.840909091,60.36818889,1.460321901,-12.11418685,-3.769315624,0.278686991,0.704056132,6.955017301,0.573957074,0.736911105,0.92564292,0.768416184,9.615210349,0.146010718,9,0.310859207,5.173320876,8.707717989,0.297520661,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,24,0.768678
UWUTIQ_clean,2.722222222,2.153846154,80.756181,1.221022757,-4.767361111,-1.272218524,1.17562724,0.455602258,6.972222222,0.65728106,0.861505955,0.812440978,0.762812098,5.220608776,0.148494836,3,0.361441503,4.290459441,6.423399144,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,24,1.0094
OMUSAS_clean,3.161616162,2.506276151,40.14815383,1.554540679,40.32,12.09826015,-0.650946328,0.344151818,6.8275,0.497260555,0.639928134,1.117648123,0.714438141,13.67127903,0.158514856,21,0.155426927,6.000795875,10.41656377,0.981359045,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,48,0.318003
ROTQIC_clean,2.8125,2.872340426,88.98646802,1.251250714,4.066481994,0.240529757,0.600239798,0.670695055,7.567867036,0.823615009,0.486865225,0.949665961,0.763712083,6.688117236,0.134827563,0,0.705645558,5.270432163,9.071964002,0.099173554,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,90,48,1.32167
TAPHOJ_clean,2.123595506,2.4,37.54951636,1.128182674,-8.16,-3.909654271,-0.146976744,-0.027918544,6.84,0.990595243,1.456038044,0.909449707,0.932342038,8.172415287,0.187972126,2,0.423692673,4.25561271,5.524456427,0.008366493,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,90,48,1.43274
QOJKAB_clean,2.336871941,2.241404418,53.11604345,1.221480226,-0.777777778,0.093543988,0.413415537,6.197530864,9.888888889,1.160644902,0.481132075,1.149391391,1.52749904,1.479337458,0.094191395,0,1.216506351,0,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,90,68,1.16562
AVESOL_clean,2.902439024,3,94.42985792,1.533931158,-10.11815301,-4.839108736,-0.728604427,1.246541924,7.166138524,0.5651138,0.631308225,1.300194112,0.875668809,8.814105032,0.135742689,9,0.519250017,5.107459479,8.43936002,0.281195796,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,2,90,72,0.954537
GALCAZ_clean,2.722222222,2.153846154,80.756181,1.280730534,-4.289224953,-1.566444308,1.164321221,0.422454433,6.945179584,0.793222471,0.849328594,0.816273943,0.800405608,5.073326152,0.141578844,3,0.497752721,4.290459441,6.423399144,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,90,72,1.17363
REYPES_clean,2.428571429,2,34.7672395,1.204881754,-4.444444444,-2.078085138,-0.290674603,-0.086551738,6.909722222,1.223643051,1.198199164,1.01187924,0.939555975,5.14418631,0.151209859,2,0.577083332,4.051784948,5.614495784,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,90,72,1.53002
YOZQEK_clean,2.862068966,2.217391304,81.87976074,1.418795376,-1.738406659,-2.616337785,2.168670454,1.107548345,10.78715815,0.570121809,0.587289542,0.771858621,0.677284747,5.227829179,0.178392931,6,0.602436778,4.855928904,7.84482855,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,0.61183
SARNOQ_clean,2.777777778,2.241404418,53.11604345,1.152417962,-0.688271605,-0.958707036,0.345679012,-0.142173383,4.728395062,1.053502591,0.776487764,1.594928357,0.831770751,4.389869459,0.109588097,4,1.477610578,4.490039879,6.423399144,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,95,72,1.10826
BOWZUK_clean,3.358974359,3.882352941,81.40735391,1.52629154,-7.56,0.03853724,0.47714876,-0.044220615,6.49785124,1.194876367,1.104910714,0.780526909,0.972161511,9.38382407,0.14434194,6,0.43900543,5.287635518,8.476818688,0.189801041,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,12,0.894084
LAZJIH_clean,1.363636364,1,13.1048064,1.019933571,-0.875,-1.434921216,0.506944444,1.653277052,7.243055556,0.654480144,0.492725163,1.481630328,1.055633456,5.365693136,0.121691767,4,0.761105362,4.359908829,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,1.06968
VOLPET_clean,1,1,1.016064,0.917131071,-2.973333333,-5.553225414,4.636604938,1.607953274,14.38222222,0.598416783,0.611779345,1.663673279,0.968040898,3.402785684,0.190531935,2,0.802431023,3.803880847,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,0.741977
HIFGIO_SL,2.474747475,2.694444444,66.18859636,1.37852896,-5.23553719,-3.223821299,0.803948577,0.619170824,7.117768595,0.595197442,0.758303185,0.654166751,0.747864425,8.450726309,0.156176412,8,0.262962392,4.918154441,8.031537708,0.14855627,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,14,100,60,0.73279
HUTTIA_clean,2.5,2.588235294,50.01408571,0.995799226,-5.2,-2.450333046,-0.08,-0.098691358,6.96,0.932881559,1.306198347,0.82777425,0.915944161,6.811023938,0.170901528,2,0.502307211,4.085976313,5.029620594,0.016324865,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,60,1.29015
BAFCAP_clean,2.902597403,2.625340599,53.85710149,1.464824176,25.52092921,10.88855648,-0.331065168,0.369222536,7.947549127,0.759707799,0.906985704,0.943414398,0.863766735,12.31169874,0.156439818,16,0.465886512,5.560681631,8.92089007,1.333027242,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,1.09251
OHIHET_clean,3.19047619,3,73.01108926,1.279780572,-4.38957476,-1.157909607,0.670301783,-0.060118089,6.587105624,0.792116324,1.113039812,0.689959545,1.046728838,5.317324951,0.150687797,3,0.387260729,4.510859507,7.028796889,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,100,72,1.30435
QIVZEC_clean,2.574468085,2.230769231,41.88954823,1.181173544,-3.9375,-1.188220124,-0.212439904,0.011651976,6.80859375,1.058467277,1.036789298,0.920175223,0.638163394,6.113883958,0.160108244,2,0.443605906,4.388257184,6.593044534,0.016324865,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,100,72,1.23808
VOXQOQ_clean,2.336871941,2.241404418,53.11604345,1.221480226,-1.4,-0.338030963,0.413415537,0.298611111,7.84,1.417569238,0.702380952,1.149391391,0.494786289,1.8659169,0.140950902,1,1.298456769,3.107944264,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,80,1.21298
XASNUD_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,0,100,120,0.967914
XASPEP_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,0,100,120,1.11162
IBUBIT_clean,2.336871941,2.241404418,53.11604345,1.221480226,-0.703125,-0.58535886,0.413415537,-0.248934659,7.5,0.832056377,1.225935829,1.149391391,0.921036961,1.333620176,0.130367917,0,1.1625,2.883403089,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,144,0.878987
NUCPEI_clean,2.948717949,2.828571429,87.95483344,1.497509766,-8.11815301,-3.832684451,-0.223889284,1.237532915,7.166138524,0.573814361,0.613097411,1.133100629,0.875668809,8.815895762,0.134984353,9,0.519396985,5.116495685,8.420718427,0.281195796,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,105,72,1.03972
QUNWAZ_clean,1.777777778,2.241404418,53.11604345,1.246162881,-2.32,-0.146509697,0.26,-0.097222222,6.49,0.904965454,1.17306231,1.144392997,0.766891116,3.991975457,0.154486091,2,0.333733701,4.085976313,5.731873777,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,0.987311
TOHYUM_clean,1,1,1.016064,0.946005319,-4.111111111,-2.226927701,0.485890653,1.284214414,7.728395062,0.633909222,0.590034965,1.956906782,0.879500501,4.157505902,0.136944358,2,0.569045616,3.876395828,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,1,110,72,1.23378
WIRKOZ_clean,3.191709845,3.144329897,55.63239505,1.480301281,1.844290657,-5.034947107,-0.538427528,0.288415746,6.900519031,0.764251885,0.890611745,1.185188685,0.770816402,11.25935544,0.151350672,12,0.261986164,5.445659204,8.958600407,0.313233344,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,0.742862
WIRMOB_clean,3.839541547,3.545454545,63.22631001,1.627150768,14.73975309,-4.870968987,-0.508814165,0.19770632,6.629135802,0.741465971,0.861805372,1.101404977,0.743414728,11.64982321,0.151421703,18,0.197421098,5.837001318,10.0119467,0.559738802,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,0.92351
XUKNIC_clean,2.479166667,2.216216216,60.95919576,1.341645583,-7.222684703,-3.076280144,0.13192697,1.142321367,7.336108221,0.584430417,0.636910434,1.377657567,0.848947508,6.68837105,0.138446647,5,0.489004272,4.605170186,7.293283376,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,1,110,80,1.00366
REDYEG_clean,2.336871941,2.241404418,53.11604345,0.659084349,-2.87755102,-1.240526058,2.326530612,0.741043084,7.530612245,0.738056826,0.804186047,1.149391391,0.840139128,3.126481016,0.140094663,1,0.599494324,3.548179572,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,74.12,108,15.8,0.76,1,1,0.27,,110,96,1.71779
PODXEN_clean,3.358974359,3.882352941,81.40735391,1.52629154,-7.56,0.03853724,0.47714876,-0.044220615,6.49785124,1.194876367,1.104910714,0.780526909,0.972161511,9.38382407,0.14434194,6,0.43900543,5.287635518,8.476818688,0.189801041,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,120,24,1.28087
XUKHUI_clean,2.571428571,2.918367347,69.21254169,1.266250567,-12.49657064,-7.168670034,-0.912492314,0.90838945,7.582990398,0.678353765,0.742904938,1.162934119,0.877387055,11.84144301,0.146845797,8,0.523857495,4.995521656,7.206099063,0.272217121,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,24,1.20125
HUVHOX_clean,2.382022472,2.481927711,77.16560878,1.340028259,-3.755102041,5.285811414,-0.232325497,2.145769833,13.44217687,0.885437507,0.658656974,0.803088937,1.262350534,6.969020074,0.207434336,2,1.240309185,4.293878248,5.610387127,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,40,1.48531
OLEKUM_manual,1.666666667,1,16.126992,1.335930669,-2.938271605,-1.000737229,3.503215973,1.343716424,19.58024691,0.746870795,0.607287663,0.210832446,0.941157823,4.298196222,0.161830302,4,0.739654493,4.098502572,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,1.02354
WIJXEU_clean,3,2.217391304,81.87976074,1.285971831,-4.286989796,-2.443465544,0.857142857,0.831257991,6.989795918,0.666059994,0.646637443,0.725211463,0.841879378,5.543250238,0.137291325,2,0.471044844,4.861748513,8.400123329,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,0.728441
FURFOP_clean,2.470588235,2.636363636,62.68944836,1.071427107,-4.244897959,-2.021584024,0.039115646,-0.01,7.086734694,0.78971564,1.206626324,0.872869661,0.963513771,6.29664596,0.183784823,0,0.594464054,3.965563772,4.80811103,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,72,1.22098
MEJQEZ_clean,2.336871941,2.241404418,53.11604345,0.659084349,-2.87755102,-1.240526058,2.326530612,0.741043084,7.530612245,0.738056826,0.804186047,1.149391391,0.840139128,3.126481016,0.140094663,1,0.599494324,3.548179572,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,1.26931
MEJQID_clean,2.336871941,2.241404418,53.11604345,0.659084349,-2.87755102,-1.240526058,2.326530612,0.741043084,7.530612245,0.738056826,0.804186047,1.149391391,0.840139128,3.126481016,0.140094663,1,0.599494324,3.548179572,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,7,120,72,1.21757
MEJQOJ_clean,2.336871941,2.241404418,53.11604345,0.659084349,-2.87755102,-1.240526058,2.326530612,0.741043084,7.530612245,0.738056826,0.804186047,1.149391391,0.840139128,3.126481016,0.140094663,1,0.599494324,3.548179572,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,99.131,202,32,-0.38,0,1,0.31,7,120,72,1.21005
OYEBIE_clean,2.428571429,2,34.7672395,1.112561125,-4.875739645,-1.672150744,-0.132265924,-0.033015062,6.639053254,0.871357617,1.226361901,1.050228727,0.773148577,5.683142077,0.178384654,2,0.285574587,4.051784948,5.614495784,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,1.30552
REYCOP_clean,2.123595506,2.4,37.54951636,1.128182674,-8.16,-3.909654271,-0.146976744,-0.027918544,6.84,0.990595243,1.456038044,0.909449707,0.932342038,8.172415287,0.187972126,2,0.423692673,4.25561271,5.524456427,0.008366493,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,1.19707
TETZEZ_clean,2.765625,2.6,48.72060853,1.345290244,-7.706371191,-2.770365676,-0.299353647,0.022833328,6.864265928,1.198668985,0.92291823,0.964411416,0.722827912,8.700775445,0.145805177,4,0.484113993,4.698205052,6.758820141,0.074482196,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.736025
YOYBUL_clean,3.353535354,2.803571429,59.8187772,1.497167282,-8.364839319,-2.351118815,-0.063839004,0.487687792,6.771266541,0.651485792,0.789571488,0.958422495,0.770474808,8.691700248,0.144069469,8,0.365049893,5.093750201,8.568545547,0.214876033,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,72,0.861413
NEVJOP_clean,1.6875,1.27027027,64.47380692,1.215614359,-2.522460938,0.19372622,0.417367788,1.43562438,8.21484375,0.666454711,0.769088602,1.083097509,0.970723968,6.547478632,0.137440441,3,0.755531056,4.252060308,5.210851341,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,72.106,66,7.6,0.46,0,1,0.28,14,120,96,1.49125
UWELIS_clean,2.708333333,2.794871795,76.26780615,1.303365908,-6.254942768,-3.278867393,-0.280897302,0.741848769,7.271592092,0.762348166,0.729216293,0.888561288,0.846053799,6.829375693,0.136645204,4,0.602978974,4.527208645,6.305818978,0.049382716,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,96,0.952092
MAZSUD_clean,1.666666667,1,16.126992,0.849837329,-5.111111111,-2.226927701,3.738271605,1.27994091,7.728395062,0.64561009,0.597902098,0.527109885,0.879500501,4.356591063,0.136728462,2,0.568931696,3.876395828,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,1.15662
RUGKOV_clean,2.336871941,2.241404418,53.11604345,0.570951064,-2.777777778,-2.087954626,8.027777778,0.732627542,7.805555556,1.013792597,0.796231067,1.149391391,0.924348584,2.772212012,0.129213027,1,0.917565951,3.446011397,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,336,0.929347
FECYUJ_clean,2,2.2,79.6934388,1.181498603,-5.625,-2.38549814,-0.555555556,0.994152047,7.222222222,0.593341485,0.657029086,1.653511301,0.806780179,5.135102172,0.141125589,2,0.428038169,4.485823428,6.577317921,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,130,28,0.925869
FONPUV_clean,2.458333333,2.2,70.35097291,1.314830349,-5.222684703,-2.069855859,0.456761049,1.128432478,7.336108221,0.610572535,0.609218676,1.105052522,0.848947508,6.583691925,0.137199062,5,0.489257423,4.620058798,7.087586759,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,130,72,1.54253
YILJAG_clean,1,2.241404418,53.11604345,1.256468546,4.897959184,-0.335365577,-0.719939327,0.095323129,7.086734694,1.274584122,0.923436242,0,0.746493072,4.39259379,0.16445609,6,0.567032187,4.340553386,5.328027856,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,130,72,0.787709
GUVBOQ_clean,3.543478261,3.38,83.99039806,1.368832079,-7.08033241,-3.950685663,0.496275777,0.542886849,7.396121884,0.993546633,0.684097728,0.683587284,0.975521989,10.17422116,0.135410167,11,0.53579455,5.299566586,8.802080738,0.445668809,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,140,12,1.43518
DOGZIJ_clean,1.888888889,1.837209302,21.71135256,1.183584773,-1.520661157,-4.295057596,0.016471534,0.024190771,6.787190083,0.714409064,1.252436632,1.055817553,0.933099477,6.85551043,0.174327676,6,0.379580804,4.718498871,6.998052917,0.013884298,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,43,1.20751
ILOJEZ_clean,2.966101695,3.04,61.97752276,1.357401928,-9.125,-4.258655471,-0.359932432,-0.02453373,6.7275,0.683677942,1.186472384,0.989363528,0.683917264,8.671507925,0.154999126,4,0.515716276,4.814214813,7.65362091,0.079795939,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,150,72,1.3886
TEDSIG_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,72,1.15314
WISTID_clean,2.273972603,1.607142857,72.91413171,1.398690327,-3.356401384,-1.749748739,0.631578947,1.329059829,7.294117647,0.610829233,0.559463563,0.979820709,0.903575133,6.702549775,0.131703783,6,0.571412965,4.757891273,7.360680302,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,72,1.51731
ORIBAU_clean,1.666666667,1,16.126992,0.849837329,-5.111111111,-2.226927701,3.738271605,1.27994091,7.728395062,0.64561009,0.597902098,0.527109885,0.879500501,4.356591063,0.136728462,2,0.568931696,3.876395828,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,32.042,64.7,32.7,-0.77,1,1,0.32,,150,96,0.948194
XOVVEK_clean,2.336871941,2.241404418,53.11604345,1.221480226,-0.703125,-0.179024688,0.413415537,-0.166548295,7.5,0.609603409,1.029411765,1.149391391,0.921036961,1.333620176,0.131161133,0,1.1625,2.883403089,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,1.59784
XUHVON_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,160,120,1.00628
QOKCID_clean,2.564705882,2.616438356,59.79637412,1.248960782,-6.029204976,-5.086546187,-0.590211576,0.60461897,7.732828556,0.956688744,0.95682532,1.030301011,0.846076308,8.606823502,0.155876761,5,0.434595516,4.564348191,6.572020271,0.13610856,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,144,1.71497
XOJWOJ_clean,1.777777778,1,16.126992,0.944821632,-6.325,-2.700572364,2.057813051,2.14005121,13.16,0.782079666,0.478066874,0.991348275,1.128224638,3.7366098,0.21055325,2,0.815896215,3.936715618,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,170,48,1.20631
REYPIW_clean,1,2.241404418,53.11604345,0.711380207,-1.056122449,-1.049749769,-2.546938776,1.016954589,6.632653061,0.857430882,0.523122126,0,1.165913711,3.63757913,0.109714355,2,1.165344169,3.836760521,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,180,72,1.18423
DEJCEB_clean,1,2.241404418,53.11604345,0.790545033,-1.335640138,-1.466529157,-2.044668135,1.132240805,7.467128028,0.809553411,0.650273224,0,0.953963251,3.918430998,0.126972744,2,0.736403564,3.907010464,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,1.28345
NAWXER_clean,3.69047619,3.224489796,74.59751112,1.56828526,-8.75962539,-4.19980886,-0.316192623,0.7194394,6.863683663,0.615572833,0.632672304,0.847072529,0.804961972,10.3862709,0.138606747,12,0.427188112,5.443499376,9.274499915,0.644015917,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,85,24,0.664973
GAHWIX_clean,3.333333333,3.391304348,89.92814033,1.346772236,-16.93197279,-7.126626862,-0.043360434,0.620733479,7.174603175,0.778073004,0.69924812,0.992286737,0.800342589,12.58927834,0.139824112,9,0.517457009,5.270432163,7.731546876,0.507805326,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,0.589363
