mof,AATS7d,AATS8d,AATS8m,AATS5p,ATSC2d,ATSC3p,AATSC6dv,AATSC2s,AATSC0Z,GATS3c,GATS2dv,GATS7m,GATS1se,SpMAD_Dzm,AXp-2dv,NaasC,AMID_h,piPC3,piPC10,GGI10,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
CEJBEA_clean,1,1,1.016064,0.946005319,-4.111111111,-2.226927701,0.485890653,1.284214414,7.728395062,0.633909222,0.590034965,1.956906782,0.879500501,4.157505902,0.136944358,2,0.569045616,3.876395828,0,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,85,48,1.57516
IKUTIT_clean,1.285714286,1,16.126992,0.866140523,-2.314049587,-2.716788046,-0.616020343,1.158000459,8.049586777,0.88169312,0.584251349,0.218942761,1.047551103,4.575173269,0.131850707,4,0.739654493,4.098502572,0,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1.15517
IKUTOZ_clean,1.565217391,1.222222222,6.83872,1.421053086,7.2,1.191764345,-1.582857143,0.759604938,6.906666667,0.662531485,0.554697987,1.280186983,0.767871742,4.974144049,0.139108522,2,0.344583427,4.92906364,8.247929005,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1.16881
IKUTUF_clean,1,1,1.016064,1.198320838,-4.551246537,-2.637495834,-0.307479224,1.233539095,6.764542936,0.59212789,0.608496732,2.316746412,0.907546535,4.58945998,0.132691928,3,0.612310389,4.123093976,0,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1.10967
ZEZPAX01_clean,2.580645161,2,70.947535,1.302804413,-4.485207101,-1.488257327,0.374095989,0.804766601,7.053254438,0.667510441,0.712620856,1.204632984,0.86675247,5.756265512,0.133454589,4,0.607186795,4.460144414,6.864652039,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,100,144,1.39461
SONTOF_clean,1.285714286,1,16.126992,0.866140523,-2.314049587,-2.716788046,-0.616020343,1.158000459,8.049586777,0.88169312,0.584251349,0.218942761,1.047551103,4.575173269,0.131850707,4,0.739654493,4.098502572,0,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,120,20,1.11456
EVADIQ_clean,3.08,2.636363636,90.51039827,1.271468273,-6.485207101,-2.631913307,1.67495069,0.782544379,7.053254438,0.758844138,0.701398481,0.608005776,0.86675247,6.108594812,0.133635923,4,0.607263655,4.460144414,7.087586759,0.066115702,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,120,96,1.10873
XUGWAZ_clean,4.025641026,4.154320988,115.5677543,1.630347362,-8.528746039,-6.201318304,0.246246416,1.49505834,12.02625622,0.874563786,0.577692931,0.571329489,0.569535628,11.37403183,0.18023684,16,0.581418177,6.010654242,10.23861227,1.210521375,66,162.5,229,3.1,24.5,34,5.939,8.55,18.015,100,78.5,-1.38,1,1,0.82,,200,240,1.56306
QUQFOY_clean,3.220338983,3.509090909,88.02301753,1.578232542,-12.96,-5.970323615,-0.593703704,1.180555556,7.09,0.552391461,0.644667832,1.193815819,0.860549568,10.15025376,0.136773755,12,0.489472139,5.379897354,9.01632129,0.843587389,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,65,24,0.948677
QOZPIG_clean,3.085365854,2.666666667,91.44106689,1.296757091,-5.346260388,-1.829980713,0.295333475,0.495480661,6.797783934,0.710679518,0.808301688,0.994706945,0.877263445,8.003772604,0.123186583,4,0.956459127,4.890349128,7.073746299,0.08,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,0,65,48,1.23234
ECIWIW_clean,2.722222222,2.153846154,80.756181,1.221022757,-4.767361111,-1.272218524,1.17562724,0.455602258,6.972222222,0.65728106,0.861505955,0.812440978,0.762812098,5.220608776,0.148494836,3,0.361441503,4.290459441,6.423399144,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,46.068,78.2,24.5,-0.31,1,1,0.3,,75,48,1.32412
BUSRUE_clean,3.074074074,2.384615385,78.91203054,1.206124906,-7.265306122,-2.346142607,1.75,0.855442177,7.25,0.599579258,0.693675889,0.698142008,0.791304728,6.393758078,0.14480791,4,0.379832453,4.460144414,7.087586759,0.066115702,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,1.06823
IVARUT_clean,2.123595506,2.4,37.54951636,1.128182674,-8.16,-3.909654271,-0.146976744,-0.027918544,6.84,0.990595243,1.456038044,0.909449707,0.932342038,8.172415287,0.187972126,2,0.423692673,4.25561271,5.524456427,0.008366493,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,80,72,1.2765
LAWHOJ_clean,1.666666667,1,16.126992,1.215931848,-0.20498615,-0.539061521,2.453472863,1.146377783,11.47368421,0.817299362,0.491163129,0.379532768,0.934668531,4.281380861,0.141777124,2,0.864457322,4.498419816,6.336535313,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,1.54552
ZUDQEW_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,1.53218
AVAQIX_clean,2.336871941,2.241404418,53.11604345,0.659084349,-2.87755102,-1.240526058,2.326530612,0.741043084,7.530612245,0.738056826,0.804186047,1.149391391,0.840139128,3.126481016,0.140094663,1,0.599494324,3.548179572,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,80,504,1.30707
AROFAP_clean,2.842105263,3.090909091,62.82975622,1.317414515,-23.71401764,-12.87950331,0.939545639,0.581210515,7.721523738,0.93666343,0.918151953,0.981195343,0.868660162,12.51754653,0.151103339,8,0.487105402,5.204006687,6.900982395,0.494643404,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,85,24,1.16997
WISVEB_clean,3.296296296,3.64,100.9993433,1.32282495,-8.222222222,-4.582740483,-0.295061728,1.235368084,7.098765432,0.61342453,0.621518106,1.03524279,0.915833264,7.722521419,0.130466684,6,0.685137814,4.774912961,7.541285143,0.363228242,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,1,85,48,0.828799
AROFET_clean,2.842105263,3.090909091,62.82975622,1.317414515,-23.71401764,-12.87950331,0.939545639,0.581210515,7.721523738,0.93666343,0.918151953,0.981195343,0.868660162,12.51754653,0.151103339,8,0.487105402,5.204006687,6.900982395,0.494643404,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,0.856166
FIPKOG01_clean,2.894230769,3.133333333,80.03664329,1.350899714,-13.01775148,-6.444847243,-0.16617357,0.930414241,7.25591716,0.721893575,0.650951964,0.867637912,0.863574013,11.67304671,0.135264538,8,0.592958561,5.098340875,7.292422264,0.305479033,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,1,85,72,1.09146
KUNMUD_clean,3.14893617,3.034090909,63.60331018,1.471015771,-3.524305556,-2.529115867,0.057954545,-0.04710554,6.4375,0.693814949,0.931841987,1.066219229,0.750883396,8.937525942,0.145757501,8,0.403395336,5.183888076,8.468482087,0.049790838,48,112.411,158,4.33,7.2,-70,8.994,8.69,32.042,64.7,32.7,-0.77,1,1,0.32,,90,20,1.10605
BUCWAZ_clean,3.049586777,3.422018349,87.65395784,1.326707433,-11.73454545,-8.090648856,-0.880634921,1.001042241,7.614545455,0.726371247,0.796683996,1.076554252,0.908368825,11.09643452,0.138789599,9,0.574226606,5.082955956,7.477498186,0.519946944,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,90,72,0.986571
OKIPUU_clean,3.086956522,3.8,79.59957031,1.416703148,-6.757487217,-0.668966767,0.631604578,-0.025414411,6.683710738,1.304576373,1.089663832,0.877686497,0.919690017,7.6390423,0.143707767,4,0.455490098,4.838264068,7.470313163,0.063267014,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,90,72,1.38188
DUPJAB_clean,2.336871941,2.241404418,53.11604345,1.221480226,-0.703125,-0.179024688,0.413415537,-0.166548295,7.5,0.609603409,1.029411765,1.149391391,0.921036961,1.333620176,0.131161133,0,1.1625,2.883403089,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,1.11305
EXOTUH_SL,1.6,1.136363636,10.77080073,1.484951417,4.643598616,0.263099831,-0.0625,1.311965812,7.294117647,0.61755361,0.492661943,1.493219056,0.903575133,6.238220767,0.129913268,6,0.572117957,4.783316371,7.293283376,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,0.950557
AJAKON_clean,3,3.074074074,88.28769085,1.483194969,-7.414818821,-1.959130107,1.124144325,0.82383218,7.223363981,0.707854682,0.695244565,0.731947709,0.826505306,8.266301672,0.140273571,6,0.448792914,4.895972386,7.736532235,0.247321702,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,0,100,40,1.36723
DAMZEZ_clean,2.308641975,2.264705882,33.62978735,1.249845825,-0.429752066,-0.902960768,-0.008780992,0.011839991,6.787190083,1.18558151,1.104118866,1.103193047,0.933099477,8.060608833,0.170823293,4,0.384536308,4.634728988,6.967526596,0.082644628,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,1,100,48,1.48117
EXEMUR_clean,3.434782609,3.114285714,75.36447483,1.298175153,-12,-1.629303059,1.21749409,0.47808642,6.972222222,0.746701183,0.861952555,0.763130127,0.809648543,10.46601871,0.145483226,4,0.37828947,4.980176087,8.013508676,0.230996837,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,1.4177
XOPLUL_clean,1,1,1.016064,0.917131071,-2.973333333,0.197974972,4.569444444,1.152998236,7.555555556,0.534131754,0.563636364,2.995522334,1.060370768,3.765325796,0.118280138,2,0.802431023,3.803880847,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,100,48,1.70185
AVESUR_clean,2.902439024,3,94.42985792,1.533931158,-10.11815301,-4.839108736,-0.728604427,1.246541924,7.166138524,0.5651138,0.631308225,1.300194112,0.875668809,8.814105032,0.135742689,9,0.519250017,5.107459479,8.43936002,0.281195796,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,2,100,72,1.18458
CUKXAJ_clean,1.363636364,1,13.1048064,1.019933571,-0.875,-1.434921216,0.506944444,1.653277052,7.243055556,0.654480144,0.492725163,1.481630328,1.055633456,5.365693136,0.121691767,4,0.761105362,4.359908829,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,2,100,72,1.85702
LAHTUM_clean,1.777777778,2.241404418,53.11604345,1.246162881,-2.32,-0.146509697,0.26,-0.097222222,6.49,0.904965454,1.17306231,1.144392997,0.766891116,3.991975457,0.154486091,2,0.333733701,4.085976313,5.731873777,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,1.1818
LAHVAU_clean,3.106382979,2.736263736,79.35965633,1.418381356,-5.838842975,-2.125547993,0.318261284,1.060861865,7.175619835,0.593511188,0.615178139,1.062400026,0.837003543,8.512445126,0.137362749,8,0.45718302,5.041810912,8.319138516,0.231404959,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,1.02459
LOXBEH_clean,2.695652174,2.142857143,39.77855105,1.40259292,-4.933884298,-0.980824337,-0.297520661,-0.068193901,6.595041322,1.147378574,1.16308709,1.159659778,0.998008645,5.696402508,0.139923351,3,0.601854969,4.835289351,7.869076139,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,1.01014
OQUCOU_clean,2.023809524,1.257142857,67.55336846,1.228092731,-4.586734694,-0.591932082,-0.526938776,1.23460736,8.275510204,0.798996359,0.670075239,1.140568013,0.944287613,5.929975093,0.138187507,3,0.679447236,4.154969184,4.523146351,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,100,72,0.85933
QAGQEW_clean,2.75,2.272727273,79.14215891,2.15561783,0,-5.953515131,0.101975309,1.267940168,15.64,0.50938847,0.67403309,1.127527205,0.878410982,5.184772466,0.19362865,3,0.689200884,5.210851341,9.382611429,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,0,100,72,0.959417
CABDER_clean,2.709677419,2.428571429,51.70665914,1.165785252,-5.111111111,-2.438643145,-0.050068587,-0.024067839,7.015089163,0.943448292,1.037220267,1.046150895,0.728113429,6.17371718,0.155906102,2,0.486335328,4.197201948,5.432902891,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,100,96,1.57311
EREGOY_clean,2.842105263,3.090909091,62.82975622,1.317414515,-23.71401764,-12.87950331,0.939545639,0.581210515,7.721523738,0.93666343,0.918151953,0.981195343,0.868660162,12.51754653,0.151103339,8,0.487105402,5.204006687,6.900982395,0.494643404,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,110,72,0.879553
PAFMUH_clean,1,1,1.016064,1.114601268,-3.117913832,-3.403778406,-2.333176949,1.306445263,7.963718821,0.646861694,0.617356538,0.9545189,0.844087452,4.394013826,0.149889909,3,0.525253243,3.965563772,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,110,72,1.53558
COXQUB_clean,1.777777778,2.241404418,53.11604345,1.246162881,-2.32,-0.146509697,0.26,-0.097222222,6.49,0.904965454,1.17306231,1.144392997,0.766891116,3.991975457,0.154486091,2,0.333733701,4.085976313,5.731873777,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,120,24,1.72439
KETHEY02_clean,1.948717949,1.375,45.6278235,1.381859452,-4.621399177,-2.046179401,-0.298611111,0.838232412,7.185185185,0.614434997,0.749373434,1.564569819,0.825358371,5.588171798,0.140201229,4,0.491888309,4.460144414,6.710675351,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,1.49143
XOTSIK_clean,3.32,2.888888889,55.56748706,1.587298597,-8.330578512,-2.597119185,0.594352617,0.61989848,6.776859504,0.613098591,0.677240393,1.045525091,0.760272762,11.81782534,0.149166802,12,0.244088086,5.459585514,9.151909826,0.495255586,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,0.961303
FURFIJ_clean,1,1,1.016064,0.917131071,-2.973333333,-5.553225414,4.636604938,1.607953274,14.38222222,0.598416783,0.611779345,1.663673279,0.968040898,3.402785684,0.190531935,2,0.802431023,3.803880847,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,120,72,1.63785
IYOQIY_clean,1.56,1.571428571,8.503488,1.221110864,-5.028355388,-2.645019533,-0.047602681,0.973192907,6.778827977,0.620095338,0.616290282,1.716308689,0.870791199,5.188869902,0.126367846,4,0.874794932,4.420345499,6.136257968,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,1,120,72,1.58112
LALFEL_clean,2.336871941,2.241404418,53.11604345,0.444612905,-4,-0.18517998,0.413415537,0.340277778,8.1875,0.287748394,0.463855422,1.149391391,1.413715541,2.327434341,0.101717521,0,1.108451971,2.302585093,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,120,72,1.17934
LAWHUP_clean,1.666666667,1,16.126992,1.215931848,-0.20498615,-0.539061521,2.453472863,1.146377783,11.47368421,0.817299362,0.491163129,0.379532768,0.934668531,4.281380861,0.141777124,2,0.864457322,4.498419816,6.336535313,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,1.55256
NORJEL_clean,2.428571429,2,34.7672395,1.281945311,-4.444444444,-1.116558424,-0.285714286,-0.074277128,6.5,0.968377985,1.226454294,1.069316475,0.769996319,5.191873355,0.160801511,2,0.285574587,4.166665224,6.305818978,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,120,72,1.32593
RUVBOB_clean,3.222222222,1.6,98.5114116,1.063051071,-5.176870748,-1.576500935,1.444444444,0.499484642,7.079365079,0.718681007,0.840738209,0.764123115,0.806552542,4.678071273,0.136058845,2,0.686297678,4.243123698,5.88556135,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,1.3777
TEJLOL_clean,2.336871941,2.241404418,53.11604345,0.774329166,-0.44,-1.052168183,7.111111111,0.023796296,6.888888889,0.973132561,0.801264045,1.149391391,1.315568637,2.659159659,0.123910627,1,0.984816435,4.1763085,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,1.25899
TETZID_clean,1,1,1.016064,0.917131071,-2.973333333,-5.553225414,4.636604938,1.607953274,14.38222222,0.598416783,0.611779345,1.663673279,0.968040898,3.402785684,0.190531935,2,0.802431023,3.803880847,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,11,120,72,1.3464
VAQSEO_clean,2.4,2.090909091,38.199526,1.327067375,-3.733727811,-2.052025846,0.078254438,-0.064326699,6.639053254,0.716186212,1.057942708,1.130054305,1.084374585,5.103988343,0.146307091,4,0.501446112,4.510859507,6.933575305,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,14,120,72,1.46678
HEKTUO01_clean,2.479166667,2.216216216,60.95919576,1.341645583,-7.222684703,-3.076280144,0.13192697,1.142321367,7.336108221,0.584430417,0.636910434,1.377657567,0.848947508,6.68837105,0.138446647,5,0.489004272,4.605170186,7.293283376,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,120,96,1.60287
JUSBAC_clean,2.336871941,2.241404418,53.11604345,0.672659028,-1.729591837,-1.116968676,5.897959184,-0.038468648,6.673469388,0.787094276,0.769323671,1.149391391,0.53372827,2.459877526,0.140688651,0,0.673853958,4.066887716,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,120,96,1.69538
NEVJEF_clean,1.6875,1.27027027,64.47380692,1.215614359,-2.522460938,0.19372622,0.417367788,1.43562438,8.21484375,0.666454711,0.769088602,1.083097509,0.970723968,6.547478632,0.137440441,3,0.755531056,4.252060308,5.210851341,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,72.106,66,7.6,0.46,0,1,0.28,14,120,96,1.61189
JUNBUR_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,130,48,1.12906
QARTEK_clean,2.971428571,2.638297872,64.52013067,1.395188218,0.855308642,1.307309713,-0.360026693,0.303902439,7.758024691,1.026282187,0.70094235,1.105551917,0.662425395,7.20614354,0.146250828,5,0.547106663,5.082955956,8.509093682,0.086623814,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,130,72,1.51683
BOPHEV_clean,2.754716981,2.422222222,82.89698067,1.488353588,-3.838842975,-2.125547993,-0.34120425,1.064036469,7.175619835,0.602766884,0.608633691,1.082464283,0.837003543,8.186355126,0.137512937,8,0.45746916,5.041810912,8.267858053,0.099173554,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,11,130,144,1.35218
BOPHIZ_clean,2.754716981,2.422222222,82.89698067,1.488353588,-3.838842975,-2.125547993,-0.34120425,1.064036469,7.175619835,0.602766884,0.608633691,1.082464283,0.837003543,8.186355126,0.137512937,8,0.45746916,5.041810912,8.267858053,0.099173554,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,11,130,144,1.23618
SEFSOM_clean,1,1,1.016064,1.266158656,-5.181818182,-3.440589407,1.476497934,2.324528782,12.56198347,0.607612301,0.472027027,1.586494027,0.873411317,4.271580499,0.177207246,3,0.877685732,4.21582446,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,140,72,1.3092
COWXOC_clean,2.88,2.3,46.62483325,1.545402198,-0.138117284,-0.942142449,-0.528528529,-0.071123634,6.388888889,0.945432201,0.985589635,1.06790722,0.908917725,6.551509654,0.143333805,6,0.444604737,4.898772201,8.111555412,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,32.042,64.7,32.7,-0.77,1,1,0.32,,140,75,1.28374
FONKEA_clean,2.458333333,2.2,70.35097291,1.314830349,-5.222684703,-2.069855859,0.456761049,1.128432478,7.336108221,0.610572535,0.609218676,1.105052522,0.848947508,6.583691925,0.137199062,5,0.489257423,4.620058798,7.087586759,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,150,36,1.69201
LIVLUZ_clean,2.818181818,1.888888889,100.3456867,1.129377626,-4.414965986,-1.609048127,1.994444444,0.480725624,7.079365079,0.693218345,0.840738209,0.589111701,0.806552542,4.648136208,0.134603872,2,0.687599333,4.243123698,5.88556135,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,73.0938,153,36.7,-1.01,0,1,0.22,,150,72,1.15595
PELXIP_clean,1.666666667,1.666666667,9.751392,1.110582586,-3.76,-1.945643357,-0.25,0.595902778,6.89,0.665297794,0.636307645,1.392420698,0.736221989,4.528243862,0.131790504,3,0.816840942,4.243123698,5.731873777,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,150,72,1.84132
TOFLAD_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,87.12,165,37.8,-0.77,0,1,0.25,,150,96,1.3052
IPIHIA_clean,2.461538462,2.266666667,50.71300507,1.275402543,-4.835555556,-3.151299988,-0.76,-0.03705603,6.96,0.711179395,1.19846549,1.184217787,0.708659377,5.964798929,0.152108923,2,0.688097148,4.460144414,6.561340024,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,160,48,1.35995
IZEBEV_clean,2.610169492,2.9375,74.69371258,1.20107847,-8.367346939,-4.81750639,-0.884081633,0.960709132,7.644081633,0.726049595,0.773000611,1.285503661,0.87909215,7.836275367,0.140821863,5,0.535685759,4.584967479,6.572020271,0.152739516,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,60,1.83936
AVESAW_clean,2.336871941,2.241404418,53.11604345,1.221480226,-0.703125,-0.179024688,0.413415537,-0.166548295,7.5,0.609603409,1.029411765,1.149391391,0.921036961,1.333620176,0.131161133,0,1.1625,2.883403089,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,72,2.03317
JUNBOL_clean,2.978723404,2.651162791,77.69671909,1.328394772,-6.9375,-2.893929541,0.574587264,1.073475256,7.421875,0.781320264,0.669612175,0.955503849,0.901884321,7.023924528,0.133998825,5,0.560864469,4.574710979,7.008406285,0.156922763,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,1.56146
LIJXEI_clean,2.336871941,2.241404418,53.11604345,1.221480226,-1.375,0.093114296,0.413415537,2.384722222,9.5,1.297958969,0.806521739,1.149391391,0.910581458,1.668149672,0.173006012,0,0.811004234,0,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,46.068,78.2,24.5,-0.31,1,1,0.3,14,160,72,1.62266
PEWKOT_clean,2.133333333,1.545454545,44.28993982,1.282328517,-0.3136,-1.172998148,-1.312941176,0.871351567,7.28,0.66723153,0.535612536,1.467495355,0.913517244,5.288279057,0.131413901,4,0.644933432,4.438229731,6.503316987,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,41.052,81.6,37.5,-0.34,0,1,0.26,11,160,72,1.65307
SIVWUR_clean,2.757575758,2.833333333,66.171038,1.426130173,-7.017531045,-3.495574228,-0.507732443,0.610668777,6.952520088,0.597723781,0.77662821,1.091926187,0.777430068,7.526719146,0.145394599,6,0.370201753,4.826311735,7.840356026,0.107540047,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,72,1.72206
TIKMEH_clean,1.777777778,2.241404418,53.11604345,1.246162881,-2.32,-0.146509697,0.26,-0.097222222,6.49,0.904965454,1.17306231,1.144392997,0.766891116,3.991975457,0.154486091,2,0.333733701,4.085976313,5.731873777,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,,160,72,1.57489
TIXCIO_clean,2.695652174,2.142857143,39.97016705,1.4558718,-4.933884298,-2.809731208,-0.111570248,-0.06359045,6.595041322,0.7021299,1.063224098,1.223757141,1.123383036,6.056570012,0.142269287,6,0.573981137,4.835289351,7.869076139,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,32.042,64.7,32.7,-0.77,1,1,0.32,,160,72,0.818285
YOQYOT_clean,1.666666667,1,16.126992,0.849837329,-5.111111111,-2.226927701,3.738271605,1.27994091,7.728395062,0.64561009,0.597902098,0.527109885,0.879500501,4.356591063,0.136728462,2,0.568931696,3.876395828,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,11,160,72,1.53568
KUQWIE_clean,1.739130435,1.538461538,122.7159992,0.919726841,-7.25,0.881768426,-0.819006677,1.703229224,12.95408163,0.746895591,0.729123591,0.849450994,1.062206408,5.232436725,0.2574431,0,0.912126701,3.135494216,0,0,48,112.411,158,4.33,7.2,-70,8.994,8.69,18.015,100,78.5,-1.38,1,1,0.82,11,160,96,2.15741
